Tweet_id,Name,Text,score
638,angelesbalibago,Cute niyo po ',4.5
639,Intleee,Oh yhini na madoda. ',3
640,flzflzyilmaz,Amannnn unutmadan hahahhaha hahahhaha hahahah @buketaydin #YeniBirBa lang,4
641,astrowib,Sing Out mean Sengaja ye pas gruo sawah makin kacau balau hahahahahah',3.3
642,jceleresss,Uy kita ko condo amin',4
643,hoonlovefactory,pahug ako ser,5
644,dela_pineapple,"RT RT RT RT malay mo bukas ikaw na, walang imposible!!!!!!!!!!!!!!!!!",4
645,archell_arevalo,"Lola : ano pinapanood mo? Me "" Hiwaga ng kambat Lola : oh maganda siya, interesting Me : siyempre bida Idol ko jan e ahaha #HNKPagsilang Edward as Iking'",5
646,a_tanlioco,"""Don\'t settles for less, settle with me."" Oh tara na! Abe single na ako ngayon. Kung sino ka man arat na!'",5
647,griguryaaa,Ng iba? Hindi pa hahahahaha I mean hindi mangyayari yun lok',4.4
648,TrevorBadger6,HAHAHAHAHAHAHHAHAH YO WTF IS WRONG WITH THIS PAGE',5
649,juanicolee,REJECT HEHHEEHH',4.4
650,rc072896,Choutorial hahaha,4
651,j4slynn,ambilis ahahaha love u baby ',4.4
652,rijinapascual,"muntanga shHhzhshshs kasi di niyo marinig pero that time nagrequest ako kanta siya ng i like you so much, you ll know it tas yon AHHSHAAHHAHA ANG GULO NAKAKAHILO",4
653,notanthonytan,no one: alec: *naghubad ng t-shirt sa classroom*',5
654,PVillarico,"Sendt help mga sizt buong araw ako nanonood ng lucifer potangina, i may have a problem'",5
655,angelito_berg,@yoitshannahxx grabe naman to. MAGPAPAKALALAKI NA AKO FOR U whahahahahahah char.',4.4
656,realjhonking,Oo nga eh ',3.3
657,chrisha_ofrn,"Pwede ba uli tayo magusap? pwede naman pero depende, pakilala ka muna",4
658,sweetchicklips,Sino si B u N ak? #HNKPagsilang Edward as Iking',4
659,Nazopari6,@mrsmunir4 @mahmood7629333 @Attakha18268651 @ShahzadiMKhan @Asifkha73087328 @Alisha Shahid bhai ko acha nhi lagta raha or mujhe b q k mera naam b hay',2
660,rbs_trisha,Ako ang pinaka cute sa ngoseb hehe support ko te miks HAHAHAA,4.5
661,PreciousKyyyle,TEKA LANG MISS KO NA TO HAHAHAGGAA TAS SASAKYAN MO YUNG BIKE TAS BIBILISAN MO HANGGANG SA TUMILAPON KA HAHAJAJAJJAJAJA',4.4
662,Jaguilugh,Alam mo baaaa @seliomeh UR VERY ATTRACTIVE IN UR OWN UNIQUE WAYYYY kaya dw may dadating den na perfect para saiyooo wag ka na madown yiiir dto ko lagi for u sis mizzz u',4
663,kangshinhwang_,I want to change my un to a general one haha nakakahiya naman sa ibang bias ko diba',4
664,AllyzaJay,@ChrlsPbcn Hahahaha TARA NA G . Now na wala akong pasok hahaha',3
665,rotpetals,So apparently my relatives call me madaldal na englishera when I was a kid and heard one of them say madaldal parin siya hanggang ngayon no? 10x pa ata ...... am I really..... ',4
666,_niksmsn,HOW 2 BE U PO MGA SIZ POCHA',3.4
667,priest_daddy,PWEDE TANAN!!!!?',4
668,MacapagalGon,@pandaesal Grabe naman pala pagnagsusummer ano Lester pa bench body na tayo susunod n tayo.',5
669,Beeecccc,Daming issue sa iba eh.',3.3
670,sxmtngps,@Hegsyyy_ lah bola mo ko ah pero sige miss u 2 NYAHAHAHAHAHAHAHAH',5
671,melancholiiiic_,Ang concept ko ng love hindi gumagaya sa relationship goals ng iba',5
672,nsyhjtj_brh,ABHAHAHAAHHAHA',3
673,paula_birrey,Pwede ba wag ka nalang mag private sa ig? Gusto kase makita kaso nahiya ako mag follow ba Ako talaga mag aadjust hahahahahaha :((( huwag ka nang mahiya hahahahahaha,4.4
674,Melvic112,@dwntishinta @real_Kimyugyeom Huha huha huha dugudugudugu okee have a nice day kachoo',4
675,EllaCastillo_,@mayrenecutie hindi a @cacayyyyyyyyyy',2
676,jaeibee,a friendly date po kasi gusto ko siya makaclose hehe',5
677,ShivaKap,Saravana Bhawan? Not half close to Annapoorana of Coimbatore. In fact Saravana Bhawan is hopeless IMO.',3
678,reallyrabbit,@rizaflorituria4 @mainedcm Parang ganun nga. Air lang for a few weeks/months then wala na. #MaineMendoza',4
679,carljoaquim_,"Bakit napaka manhid mo? Nagpaturok ako ng anesthesia, sorry",5
680,Sexi_Gelyn_28,Teka ilang gaps n lang? Bitin tong first epi for sure! #HNKPagsilang Edward as Iking',5
681,juancostt,Oh casa linda!',3
682,AquinoAmeed,,2.4
683,JayneKhristel,@frncnliv Send og screenshot sa messenger b hahahahaha aron kiligon sad ko usahay',5
684,tenginamoooo,G na g talaga si shawn pag may tugtugan',4
685,alliahflorido,sungit ko ngayon a hahahaha',5
686,thoughnotmeh,k. lang new exp. ',3.3
687,Makimaldita,Bakit bglang n miss ko sya ',3.3
688,jaycool1001,di na kaya ako affected :P',4
689,_marnerber_,"b""Mag hehello ako Geh lang :)) I'll hello back HAHA",4
690,BHABIEMAEE,HAAHHAHAHAHAHA',3
691,DragonBallNow,Boruto: Naruto Next Generations Episode 102,3.3
692,mynameisluisx,Meron na nga eih',4
693,AyubKudo,Tetap kawal Form C1 Plano !!! #DaruratC1Plano #DaruratC1Plano',4
694,_sefff_,"@luuuhnica i realized, hindi talaga lahat binibigay sa isang tao HAHAHAHAH'",5
695,itschimminaaa,not a question pero salamat kasi ikaw yung nakausap ko nung mga panahong sirang sira kooo. salamat preeesss You are always welcome.,5
696,amazingpransin,"b""crush di ko alam kung igrreact ko tim photo or what na cute ka yawa ka heart or haha or wow ba to ? gusto ig-heart pero u might think i'm chancing PERO CRUSHHHH ANG CUTE MO PTA sige wag nalang para u'll b wondering why didn't i react yet yieeeee""",5
697,labkoangexo,i like nct pero im not updated kung ano na nangyayari sa kanila i need fan account tsaka sa got7 :(((',3.5
698,nickmwangemi,"b""@shutterbug254 @_carryone Huyu msee anakaa ni kama he's about to duck a bullet""",4
699,jazli88,Angelina Jolie',5
700,ClarkAlonso,"hmm naa pakay chance uy, pde pa kaayo ko haha'",5
701,_annemariel,ILAG KA HA TANGA KA PA NAMAN LABYU!!!!',4.4
702,deerestselu,ANG GWAPO ANAK NG PUCHA',5
703,TheSpillion,Papa ',4
704,LoveMayWard7,Four hundred k na Tayo mga Friends. #HNKPagsilang Edward as Iking @Barber_Edward_ @maymayentrata07',3
705,tappuccinno,NGAKAK HAHAHHAHA',4.4
706,james_jordann,"I feel so useless. Hanggang seen lang ako. Hindi ako makatulong, wala akong magawa. Damn it'",5
707,saranghajha,Plsssssss huhuhu',3
708,Leyqtqt,Ewan ko bat sya laman ng News Feed ko HAHAHAHAHAHA ANG KYUT NYA HAAHAHAHAHA',5
709,nikoyyy_r,Always epal HAHHAHAHA',5
710,rianpradiptaaa,@alfiendhika @_kiraaana @Wilhambar soro ancen ngangkat e',3.4
711,_alipato,d secret is makalat aq,4
712,t_shiki_,U N L I M I T E D I K I R I W O R K S,4
713,mariellehrnandz,Love mo ba? Or Mahal mo lang? magulo ka ba? or magulo ka lang?,4.5
714,_leighh,HAHAHAHHAHAHAHHA G NA G LT AMP',3.3
715,lorenz_genido,POKPOK KA Mabait po ako haha,5
716,edilynnnnn_,Napanooddd ko to ihhh shettt ',3.3
717,tmytffny,Huhuhuhuhu ',3
718,EcUtTeL,Ako man matatakot if ever mkita ko ang baby na si Iking n bigla n lng nagpapalit ng anyo...pero paano kya ntanggp ni Panying si Iking s kabila ng kakaibang pagkatao nito? #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_',5
719,boxzztrab,Hahaha sana kayo rin,4.4
720,jfmirto,"Good Evening, pwede po makahingi ng copy ng GoT? Godbless! OK sure",3
721,wisteria_1412,@KimSucias HINDI SIYA CHEWY T^T',4
722,jeong_da_chae,@myouijungstal busy e :( lalaro ako pag napalitan na wala naming kwentang wifi HAHAHAHAHAHA',5
723,cutenessavie,Kakaloka si Boobsie Parang nasa gym ka lang ah @aldenrichards02 #ALDENTheActorReturns',4
724,Mamouth19,haha!',3
725,troyitos,July bilisan mo. Excited na ko sa S3.',3
726,alecks_puerta,"@reigne_perchay @mariajuno0621 @tweetmetomcat Accountant tapos gusto i/brag kung magkano tax nya...dong unang una HINDI ka si REGINE..pangalawa, magaling kayong mga accountant mag maniobra ng ITR. Gagong zombie to '",5
727,OresamaBanchou,"poging tyanak. hahhha kung ako yan, kahit cute, di ko lalapitan. hahhahha #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_'",3
728,herculance,"@dekstrauss grabe kuya unsa naman diay ko, A hahaha'",3.5
729,exquisitekwon,@svthingy mwehe. @pledis_17,3
730,TheJhonasse,Mababaog di mag tanong WAHAHAAHAHA,4
731,itsyameztiza,I just saw this on social media: Him: pahinga na muna natin tong relasyon natin. Him after 2 weeks: miss na kita balik kana Him after 1 month: happy weeksarry dito sa gf kong pinaka maganda sa balat ng lupa. Me:,2.5
732,hwalldestdreams,"b""Sabi ko matutulog ako ng maaga tas magaalarm na lang ng 11pm para sa last set ng concept photos look ma, l'm still alive and kicking """,4
733,seorever628,"b""WOW. Taeyeon's new tat. WOW",3.4
734,meringuerang,Ang bigat talaga ng feeling ko. Crap!!! I hate this shit!!!',5
735,yagediktuz,"Feels . Mwahness #egai2019 na!!! . #IyongPinay #asian ....%~ *, #wow #cool #gorgeous #igworthy ... #wanderlust #hype #photoops #photographyislifee .... ..... ...",3
736,Abbas1214Syed,@omar_quraishi Hahaha ....... isay kabhee iskay ghar say phone nahee aya wazir isay fone karein gey ........ He is such a character',3.4
737,imnotqueenie,Kamo na ni rj? *plays ghostin by ariana grande,4
738,VAL1DATED,JESSE MCCARTNEY PUTANGINA AT DOUBLE C PA HAHAHAHAHAHAHAHAHAHAHA',4
739,_CloudFairy,"Paano ko sasabihin kay Baejin na birthday ko sa 20 in 2 seconds? @kangpeach101 : sabihin mo, "" I SAY HAPPY YOU SAY BIRTHDAY OKAY HAPPY BIRTHDAY HAPPY BIRTHDAY HAHAHAHA LETSE KA, NAMO TALAGA HAHAHAHA'",5
740,cadburyvonne,Kaano-ano niyo po si kuya Forth Padrigao? tito ko,3.1
741,ThelOliveros,Shetekelsss bat pte ako biglang na tense..',4
742,CthrnBlcc,@Celynasexyy I feel hahaha nazatap bili la kaso nakakaantok',4.4
743,chrrstinecabana,@mdlexzatorres Nahuman na nako oy hahahaha. Gi save lang nako sa akoang notes coz it s worth tweeting for HAHAHAHAH',3.5
744,impatricia_gil,"F. O na ba J, J, C, A'",3
745,beyabangtan,NAIIYAK AKO BAKIT',5
746,shailynneeee,Anong type ng alak iniinom mo? D nga po ako umiinom,5
747,boncato_j,"naisip ko ano nga bang dapat ikalungkot ko kung alam kong may mga taong mas mabibigat pa pinagdadaanan kesa sa akin, di sa iniinvalidate ko yung struggles ko pero i think sila talaga tong kailangan matulungan kasi kaya ko naman tulungan sarili ko skl'",3
748,itsjeanrosetho,yieiueu tagpuan',3
749,mrscastanier,"nag-kiss na ba sila chayo and leandro? wala pa silang ginagawang intimate diba? grabeh, patapos na ang ATH, wala pang nangyayaring ganon, pero yung level ng kilig natin, wagas na? i therefore conclude na sila na ang fave kong jcouple next to lili &amp; riguel, raj &amp; leil'",4
750,jcorido_VG,Maligayang pagkabuhay Papa God Salamat sa lahat ng blessings I love you ',4.5
751,aintmariee,@AndalRBNJ lumaban :p',4
752,EsikKang,As in ngayong linggo po',3
753,Yoongi_Chim,Maybe jin. Smeraldo',2
754,riyurei,Matulog ng maaga at gumising ng maaga bukas.. #KissesDelavin | Kisses Delavin #4DaysTillALifeFullofKISSES',5
755,RealElizaa,HAHAHA MAISSUE KASI YUNG IBA!KUNG ANO ANO! SINASABI! DI NAMAN TOTOO ',5
756,amorpielago,"gusto mo angkinin, pero di naman sayo. i won,,'",5
757,anthonyygeorge,"Nak, ibalot mo papakain natin sa aso '",5
758,gelicadizon1,@TWaje1808 i mama ku haha',4
759,_kathyyyA,@notyourusualdom I hate you thou HAHAHAHAHAHAHA',5
760,_itspauvi,"b""@JshCclio Halaaa huhu she's my queen malayong malayo ako dun hahahaha""",4.4
761,Aciieee_,HAHAHAHHAHAA HINIMATAY NAMAN E',3.3
762,mrclncrz,hala yung mga table and chairs ',4
763,its_undress,Me as a jowa: Tipid magreply Sayo lang sweet at clingy Loyal hindi Faithful Iseseen ka lang Bibigyan kita ng oras pero hindi kita priority Kaya walang jowa. ',5
764,grandeeJR,Video ko nung bata pa ako :&gt;',4
765,jalenmanabat_,Dami kaya madami ba? hahahaha,5
766,GOT7byAishah,@liby_def12 @GOT7Official @real_Kimyugyeom oh i see hehehe',4.4
767,hyunasbabygirl_,HALA',3
768,Hanz_jimenez,i love you sowi taken na ako eh by God,4
769,Thessarah,"Grabe naman kasi, ang ganda ng kwento. Nakaka excite. #HNKPagsilang Edward as Iking'",5
770,IiseRizak,dakadaha oo ka badisay xulka Somali,4.3
771,raphaisakoala,@markdcordero Daw feel ko daan kada kita niya sa iban namon nga relatives amo na iya favorite topic. Obsessed na sya guro sakon.,3
772,lyhlndr,Happy kah teh?,5
773,chanellee_zi,crush ko sya',5
774,Diane81024996,@LOUrdesgraceY @CrizEllaine1 @louyanong @itsdredesu Limot ko na name nya e.. #MBwithLouDreBukasNa @louyanong I @itsdredesu',5
775,cacalumpang,malasa sa isa oy,5
776,trixieaguirre_,ask niyo ko mga vivi,4
777,reyeszyrakaye,Ay wowerz hahaha @kkkellie @cmlvrz @maala_joyce,3
778,CarreonMj,@herthoughtslgv Di rin ako makapaniwala mom I WONT ILL WORK HARDER HUHU',4
779,reynapatata,"its supposed to be a very long long roadtrip but nagub-an meg sakyanan so nahulog meg dahilayan and haha we are now stuck in the middle of nowhere na ngit2 kaayo walay mga tao, klowbaton nmi and hinay kayg signal. naa pay bata sig hilak. WALA NAKO NALIPAY HAHA'",4
780,jojo_silvano,I ligtas mo si prince #BarbiesBackOnDaig KapusoBrigade @BattalionAmaya',4.4
781,danicajugadora,Kani si Bea Alonzo no ! Born to be a Drama Queen Grabe oiy ka hawd mo acting.. Lit kaayo ',5
782,jl_galicia,U know what??! i regret na nakaila taka.',4
783,tiffphrodite,@miyoungjanim @koyuriboo wow kinuwento talaga ni jhem kay reina siguro kinilig siya sige i understand',4
784,nisafudge,habang palapit yung dulo ng sem paubos na ng paubos yung pake ko lmao i just want the suffering 2 end ',3.3
785,miannxx,"""Lagi na lang kitang nasusungitan"" BITCH MAG 1 WEEK NA!! BUTI NAPANSIN MO PA???'",4.4
786,angelagenecera,"Hoi @jezrylxavier naalala ko yung poster ni Liza Soberano for Southville, ""Education is a privilege"" dae '",4
787,civilengrsunny,EC issues notice to Sadhvi Pragya for remarks on Babri Masjid demolition,4
788,Akselareyt_,bagay sila ni park seo joon gash parang di naman,4.4
789,kwishnaa,"Hi, kapag ba chinat kita or dm mag rereply ka saken? aba malamang oo.",5
790,ajbc18,2hrs lang tulog niyan.,5
791,ddaenghannline,@rmarchives hehe,3
792,iainttyours,@aireenabilaa Okay jom i pun',3
793,MeterVolley,Ano pong meron dun sa isang player ng NU? Kay Chavez ba? She played kasi sa isang liga while the UAAP Season is on going.,4
794,mauieuyj,eto rin :(((',3
795,shan78034819,Selfie kahit pagod galing sa firing #iloveArmy,4
796,_amrel,Thoughts about sir eric Maayo mutudlo as innn very passionate sa iyang craft also lingaw sa klase dancerous HAHAHAHAH makamingaw iyang tingog HAAHHAHAHA mingaw nako nila ni maam fe,3
797,cihanefruz34,Son dakika,2.2
798,itsprincessssx,Tanong na kayooo,3
799,darkgguk,TNHNNNN PENGEE NGA GATAS DYANNNN ISA PA HONG GATAS HAHAHHAHA',4
800,YenMontejoDizon,Ni laag sa balay ang baboy,5
801,janashayne_,paalam paalam paalam naAaAaaA',4.4
802,itsmebalcxzs,Sakit sab sa ako na part na gamay na lang ga appreciate sa kani nga sport ',5
803,Amydpsantos,Hi @CamillePrats haha masyado lang akong ambisyosa pero feeling ko lang naman eh may pagkahawig me sayo haha char lang. Lab you Camz since bata ka pa up to now never nagbago ang kakyutan mo xoxo,3
804,RMaikoro,"b""@TembaMliswa @PatsonDzamara @PatsonDzamara happy Birthday, huya ndikubatsire kumutsa Ngozi yaItai, if you are serious DM. No time limit, I'm always available""",4
805,claudinekmc,sinong pipiliin ko mahal ko o mahal ko kasi wala naman nagmamahal sakin owyeah HAHAHAHAHAHA TAENA TAWANG TAWA AKO',5
806,cgrdashking,Siguro mausab jud ni',3
807,Ejiama_Iroegbu,@Aboki_lord Sorry....o oga singlet',4
808,krstndri,love is not avable in this world Dito ka sa piling ko at mamahalin kita ayieee hahahahaha joxx.,4.5
809,cee_jay1995,@arcisanpedro Parang yun na nga pero yun talaga yun e. Hahahaha.',4
810,_bigbryte,"b""@sherleneBM hmmm wait sige i'll try na ipagsiksikan sila sa tatlong bagay""",3
811,genoeric1,Mama yangamba to da waka paka semester nga ewede ',4
812,iamNeilo,Pano ga naman makakatapos e pantanga nanaman nung ilaw',3.3
813,joellynnn,"madamo nga salamat sa hadomhanan kag akon gin agyan ps. di ako sure, pero i hope na-construct ko ng maayos. hahaha. #Guimaras",3.2
814,FajardoLoji,"b""O 'di ba? Walang papansin sa 'yo """,3
815,senator_jhnr,sabi niya date daw pero libre ko o tara na ',3
816,breeanax,naka ilang supermarket na ko pero di ko parin makita yung cream o premium ',2
817,ikaaayy45,@ricotiko1 @Mikaela_Sarsale OH YES I FORGOT AGAIN HAHAHAHAHAHAHA',1
818,GeraldOracion,"Are you a clean or messy person? Clean, di naman ako marunong magfrench e.",3
819,tambayan_,AKO PALAGI WALANG I IK DITO EH HAHAHAHAHAHA MAGKAKALAT NA AKO NGAYON HAHAHAHAHAHA',3
820,cleomarienoora,@moralesdanikkaa ako n alang ang kaulayon mo',3
821,_biancajison,Naga apply2 nakag trabaho Biancs? Or nadawat naka or naga rest sa ka karon? ipa boards sa daw ko pero try kog apply for part time cause i need cash hahaha but during these past 2 weeks kay nagrest pako hehe,2.2
822,__dayamond,HAHAHAHAHAHA @jamnstt',1.3
823,Ronnnnnnieee,nakakamiss e',3
824,CryptoSporodium,Tang ina oo nga nuh hahahaha',5
825,ClarivenManuel,Bibili ng pusa o pang gagala?',3.3
826,dmnqerl,@anjfabellon hahahahahhaa hoyyy i miss u naaa',3
827,Ariel80047331,Mabuti pa siguro mawala nako sa tabi mo magbibigay pako ng ilang araw o buwan sana magbago kana nakakasawa kana sa ginagawa mo saken.',3.3
828,QuennieKalog,lisud sad inig mag buwag',3.4
829,vercnls,happy birthday mamsh!! i miss you na pati mga asaran natin HAHAHAHA see you soonest regaluhan kita dede siz HAHAHAHA @alynchhhhhh',3.2
830,BTSGalaxyy,Joon p*tangina bakit ka naka short lang',3
831,_anneandan_,"I remember what my mother told me, ""Kung gusto mo maging maganda katulad nila, huwag mong ipagkukumpara sarili mo sakanila. You have your own unique style. Huwag ka mag-papadala sa kanila.""'",3
832,ylleee19,,3
833,kennethalbores_,Who s your totga si r........ charot :-( Hahahahahahahahahauhuhu,3.3
834,sphoshieq,"Tata ka Lili, uba bendi nesibindi nge kudala ndamthumela nge Zulu.'",2.3
835,Zeandemetrio,Love pa nimo si Mat? friends rami anon:))) shhhh bahin naay masuko hehe,3.4
836,_heyitsgianneee,Dakilang taga-bully talaga naming mga C.A.T Officers si Sir Dion eh HAHAHAHHAHAHAHAHA',5
837,_rico_comia_,tots abt SILA SILA hahhaa close ko mga to! Saya nila kausap siyempreee! Tapos katawanan din naming Higop,4.1
838,TedMartinez2,@darmonster0 HAHAH oraayt',2
839,bIasterism,ano ba tong mga kapatid ko &gt;:(,2.2
840,rei_one25,wannaone PM3:22 #wannaone #,2.1
841,franceeeeeees_,Akin ka nalang idol iingatan ko ang puso mo idol,3.2
842,mayvelleee,Minsan na ngalang manlambing may kasama pang pangbbwisit.,5
843,martha_brion,date? HAHAHA ',2.2
844,KrestalyG,Hindi ako perpektong tao at ikaw rin pero kung may darating na magmamahal sa akin ng boong boo gagawin kitang perpekto sa buhay ko promise Sorry tinakpan ko yung kasama ko,3
845,LETS404,HAHAHA',2.1
846,beyuuuh14,ang gandaaaaaaaa',3.3
847,ohsnapitsaimeex,"hello happy birthday, @dariusmatibag tysm for everything &amp; know na love kita kahit fave mo kami ni kyla awayin i hope we all can hang soon kasi miss ko na kayo aaa yun lang enjoy ur day habadu '",4.4
848,ArkayDale,Napaatras sya say umaapoy na kotse dahil natakot sya sa baby paniki. Kaya nasama sya sa pagsabog. #HNKPagsilang',3
849,ArgelCrystal,@pitchblack08 @Barber_Edward_ @maymayentrata07 Kambal din tawag ng papa ko hehee #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_',3.2
850,bladesmithians,@AnnieMayward Yup pwede kasi hehehe.. #HNKPagsilang Edward as Iking',2
851,daniapaseeeh,astaga tuhan... ',3.1
852,ilovemw07,Hanggang rt nlng ako nito sa usapang paniki huhu #HNKPagsilang Edward as Iking',1
853,SHOINAOFFICIAL,"Kuya @PBBabscbn, baka naman mayroon diyan, Sheena at Sho moments Yung tipong magkadikit lang sila okay na kami #PBB8GoldenCircles'",1
854,salad510,Nag give up na ako sa YT live... paasa kc ... wait ko lang sa tfc #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_',3
855,mjacken0207,@alexis_mariz @UglyStickkk @snwqueen @Barber_Edward_ @maymayentrata07 Truth. They were too much into fangirling na to the point na nasasakal na yung artist. Tapos fan service lng? Oh come on. Masyadong effort kung effort ung fan service na kaylangan pati family ni ed idamay #HNKPagsilang Edward as Iking',4.2
856,xy0811,"@OnealRhem @Xam49643571 @Sitti09197635 @LagmanGeraldine @global_shaina @sunnysunday121 @louniebunny @shockaq2 @nuggetvanilla @bechay28 @notario_ruby @Beauty04764113 @GraceSeverino3 @nana_cheesecake @chikikayyyy @ofc_global @loudre_16 Akala ko adobo? Pero oky lng, d nmn ako mapili. Hahah #MBwithLouDreBukasNa'",2
857,JamisolaLou,Kung ireremake ulit ang tyanak Pls lang kunin niyo si iking bilang tyanak..haha #HNKPagsilang Edward as Iking',3
858,AshLanceTRENDS,Sabi ko na eh may babalik sa camp eh #PBB8GoldenCircles',2.2
859,skylark0909,#HNKPagsilang Edward as Iking Hinimatay yung nanaynayan ni Iking..',3
860,zeedemonyita,Naka nganga lahat ng tao dito sa bahay habang nanunuod ahhaha #HNKPagsilang Edward as Iking',2.2
861,lavjhey,I think si oryang ang the big twist ng kwento hehehe #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_',3
862,KF0052,,1
863,SabatseYlreveb,Tweets limit na ako.. Sa main account #HNKPagsilang Edward as Iking and Maymay as Sarah @maymayentrata07 @Barber_Edward_',3
864,MinMin06882027,@jdmayward @mikshane11 @Barber_Edward_ Hindi! Isinama sya ng mga paniki. Sinalo sya. #HNKPagsilang Edward as Iking',2.3
865,itsmelourdesS,Naalala ni kuya bunso @boyband_nielm yung pinagdaanan nya rin nya nung nag audition sya for BoybandPH he hope also na maging successful rin ang nag audition like him.Nagpapasalamat kami dahil nagaudition ka at nakilala namin ang isang Niel Murillo :) #IdolPhilippines BoybandPH,3.3
866,patriquesvf,napakagaganda ng anak ni marian at dingdong eh instant artista na agad ghad',4.1
867,ilonggaako143,"b""C Eng'r may kilala akong girl version nya he he #HNKPagsilang Edward as Iking""",3.1
868,AnaPadamong,Tika nga try panoorin sa computer habang nag tetweet. #HNKPagsilang Edward as Iking Maymay as Sarah',2
869,engcongapril1,"@GraceSeverino3 Hahaha tama. Sabi nga ni andre... ""go go go go go!"" Hahaha for the love of LouDre hihi #MBwithLouDreBukasNa'",1
870,BGumahob,lumabas n si Iking nkkatakot nmn! #HNKPagsilang @Barber_Edward_',2
871,bushaakbaiiiyye,Hala ayan na nahimasmasan na si Ponyang.. #HNKPagsilang Edward as Iking',1
872,yanlee30,Yong mataaaa ni baby iking katakottttt #HNKPagsilang Edward as Iking',2
873,kennethgicaaa,single diay ni siya! ',2.2
874,ReigningASRV,Nakaabang na kami ganun kami kaexcited Queen Regine #IdolPHRegineV',3
875,maryan_ilagan,tweet lang ng tweet pangatlong spot na nationwide trending #HNKPagsilang Edward as Iking,2
876,SugartommoXo,hahaahahahah iba din yung baby #HNKPagsilang Edward as Iking @Barber_Edward_ @maymayentrata07',2
877,AkosiNeylsohn,Omg Nakita niyo yung teaser ? Ang Intense KeepSmiling ASHLEY #CantGetOutStudioVersion',3
878,heyitsashlance,@PBBtch3ChayChoy mag ready na tayo huhu KeepSmiling ASHLEY #CantGetOutStudioVersion',2
879,LouDreARMYCDO,@louyanong gabinuang raman ko .. hahahahha pero totohanin ko..search muna ako san mag-audition HAHAHA ... sana di ninyo ako ikakahiya pag di ako natanggap HAHAHAHHA @itsdredesu #MBwithLouDreBukasNa',3
880,iemganab,Kapampangan fight. Walang aayaw. #PBALabanKungLaban',3
881,mikka_dyosa31,Hahahahaha',2.1
882,KTrendlist,#BarbiesBackOnDaig More tweet mga kapuso',1
883,Haze73121694,@MWTWarriorsOFC @AnnabelleCorde6 Oryang pla akala ko Aryang #HNKPagsilang Edward as Iking',1
884,ReginiAnn22,Ang bilis lang ng commercial ha Queen Regine #IdolPHRegineV',2
885,_jerssey,Sex or chocolate ? chocolatesex chz bantos ka. chocolate siyempre,1
886,ezradalawatatlo,Pagbukas q ng ml eto sumalubong sakin amazing,2
887,TapongotLian,D parn tpos? Hahahaha kht anong gawn guys lomis at prutzz prn cla',1.1
888,DeVon_Love_King,Me Bae @CollegeShawty12',2
889,asadongsiopau,"Dahil next week pa ko mag beabeach, banyo selfie nalang muna para makiuso???? #NipSlip #LickTheNip",3
890,zvlhyql_,kalau nak tau cara cara move on. ambil la course masscom dan study subject inc271,2.2
891,JulianaEscbr,pila ray char oy hahaha,2
892,altarinchains,wala na...,2
893,alade_grace,Hahahahaha cutieeeeeee my bebe',3
894,fruityr1m,Ganda mo sheeeee #PBB8GoldenCircles',1
895,pampolinakaylss,"pedeng paamoy rin? usbaw nga y nakakahiling, ikaw pang puro haha dine ka pa tumira",2
896,Kimvitangcor,Iba iba naman kasi ang lalaki. Tanggapin kung anong kayang ibigay. ',2.2
897,QInfanta,"Sasa #ChooseInfantaQuezon #InfantaKo #VisitInfantaQuezon #Summer #Rural #ChooseQuezon @ Abiawin, Quezon, Philippines",2
898,AlizzaClare,Tangina i have ahahahaha shet lang di na ako magllike ulet. Charot agahagaha',1
899,Jrmylzr_,Pero ni respeto mo si saleres? Syempre bakit naman hindi,1
900,aamir_mendhro,@Khiradhussain3 Jhoot bulwaya @Khiradhussain3 dare complete,3.3
901,gwyyyynnn,"b""dapat naba talaga kong magtake hagay ako'y pinanghihinaan ng loob""",2.2
902,_clsox,Yung gusto mo mag-celeb pero ayaw ka payagan ng physio,2
903,nicolelrs,kaya pala wala ako nakikita nagpopost na may babols babols hehe #taongbahay',3
904,jannanazareno15,wa ta ani pildi ang d magparamdam ',2.2
905,Akkun221,\\ kawaii /,1
906,giddybilly,"Off to SJDM, Bulacan. May makasabay kaya ako?",1
907,JessaDyan16,Why so pogi naman,2
908,arkanghelvilla,chat ko ba o hindi?kaso pag nagchat ako baka di ako replyan kasi nakakaabala lang ako kaya wag na kang ichat ',2
909,kwipppee,magsisimula na ho ang mga gabing malulunod ako sa kopiko 78,2
910,lrzesguerra,"b""bakit ba hindi ka nakilala nang ako'y malaya pa. """,2.2
911,aljoyalmazar_,Pamasko ko ang nakataya dito hahaha jk,2
912,gongjig,Hahahahaha I Miss USA hahahaha',2
913,jaiahshaynne,Ka ngit2,1.1
914,RobyyySulit,8 9 8 3 Nagustuhan ko dati hehe',3
915,yelibugi,"ommo, pwetty! &gt; &lt;'",2.2
916,eyolalaidd,Naks mams HAHAHAHAHAHAHA pidi na mudil',2
