:			-	-	-	-	
Black	Dot	497	497	0.25	0.035691086	0.214308914	
Black	Dot	498	498	0.22	0.20562	0.01438	
Black	Dot	499	499	0.275	0.3654994	-0.0904994	
Black	Dot	500	500	0.325	0.066545404	0.258454596	
Black	Dot	501	501	0.45	0.1821508	0.2678492	
Black	Dot	502	502	0.4	0.08157255	0.31842745	
Black	Dot	503	503	0.27	0.07157204	0.19842796	
Black	Dot	504	504	0.4	0.11228294	0.28771706	
Black	Dot	505	505	0.4	0.3118142	0.0881858	
Black	Dot	506	506	0.55	0.36860353	0.18139647	
Black	Dot	507	507	0.775	0.933428	-0.158428	
Black	Dot	508	508	0.67	0.10690952	0.56309048	
Black	Dot	509	509	0.4	0.1649546	0.2350454	
Black	Dot	510	510	0.2	0.03448509	0.16551491	
Black	Dot	511	511	0.45	0.07075588	0.37924412	
Black	Dot	512	512	0.5	0.17294902	0.32705098	
Black	Dot	513	513	0.42	0.13421007	0.28578993	
Black	Dot	514	514	0.37	0.22329484	0.14670516	
Black	Dot	515	515	0.4	0.025458323	0.374541677	
Black	Dot	516	516	0.4	0.05670796	0.34329204	
Black	Dot	517	517	0.35	0.8756345	-0.5256345	
Black	Dot	518	518	0.425	0.23207514	0.19292486	
Black	Dot	519	519	0.75	0.2197284	0.5302716	
Black	Dot	520	520	0.25	0.037690133	0.212309867	
Black	Dot	521	521	0.4	0.39102146	0.00897854	
Black	Dot	522	522	0.42	0.040584736	0.379415264	
Black	Dot	523	523	0.45	0.94735736	-0.49735736	
Black	Dot	524	524	0.42	0.04147035	0.37852965	
Black	Dot	525	525	0.45	0.12703954	0.32296046	
Black	Dot	526	526	0.47	0.026846215	0.443153785	
Black	Dot	527	527	0.32	0.032822896	0.287177104	
Black	Dot	528	528	0.255	0.11620045	0.13879955	
Black	Dot	529	529	0.4	0.1410209	0.2589791	
Black	Dot	530	530	0.7	0.31390235	0.38609765	
Black	Dot	531	531	0.5	0.28005663	0.21994337	
Black	Dot	532	532	0.25	0.32158616	-0.07158616	
Black	Dot	533	533	0.35	0.05044155	0.29955845	
Black	Dot	534	534	0.45	0.7728338	-0.3228338	
Black	Dot	535	535	0.3	0.18012667	0.11987333	
Black	Dot	536	536	0.275	0.068874605	0.206125395	
Black	Dot	537	537	0.35	0.11149424	0.23850576	
Black	Dot	538	538	0.45	0.06699482	0.38300518	
Black	Dot	539	539	0.45	0.23069575	0.21930425	
Black	Dot	540	540	0.8	0.95518947	-0.15518947	
Black	Dot	541	541	0.32	0.02933882	0.29066118	
Black	Dot	542	542	0.325	0.014852091	0.310147909	
Black	Dot	543	543	0.35	0.094969474	0.255030526	
Black	Dot	544	544	0.45	0.08353923	0.36646077	
Black	Dot	545	545	0.4	0.10074803	0.29925197	
Black	Dot	546	546	0.3	0.025236707	0.274763293	
Black	Dot	547	547	0.375	0.03548374	0.33951626	
Black	Dot	548	548	0.45	0.09413545	0.35586455	
Black	Dot	549	549	0.4	0.31568512	0.08431488	
Black	Dot	550	550	0.45	0.11691103	0.33308897	
Black	Dot	551	551	0.3	0.050023075	0.249976925	
Black	Dot	552	552	0.375	0.06646178	0.30853822	
Black	Dot	553	553	0.575	0.08958795	0.48541205	
Black	Dot	554	554	0.5	0.07488943	0.42511057	
Black	Dot	555	555	0.45	0.09211693	0.35788307	
Black	Dot	556	556	0.6	0.04322548	0.55677452	
Black	Dot	557	557	0.67	0.06966893	0.60033107	
Black	Dot	558	558	0.575	0.17469701	0.40030299	
Black	Dot	559	559	0.5	0.16781095	0.33218905	
Black	Dot	560	560	0.65	0.39757392	0.25242608	
Black	Dot	561	561	0.51	0.20546298	0.30453702	
Black	Dot	562	562	0.65	0.44361562	0.20638438	
Black	Dot	563	563	0.465	0.048021454	0.416978546	
Black	Dot	564	564	0.35	0.11004242	0.23995758	
Black	Dot	565	565	0.35	0.087199315	0.262800685	
Black	Dot	566	566	0.355	0.051875535	0.303124465	
Black	Dot	567	567	0.32	0.08730334	0.23269666	
Black	Dot	568	568	0.4	0.08730334	0.31269666	
Black	Dot	569	569	0.3	0.04673956	0.25326044	
Black	Dot	570	570	0.3	0.04885308	0.25114692	
Black	Dot	571	571	0.5	0.04937015	0.45062985	
Black	Dot	572	572	0.45	0.03458434	0.41541566	
Black	Dot	573	573	0.505	0.10361983	0.40138017	
Black	Dot	574	574	0.32	0.09360719	0.22639281	
Black	Dot	575	575	0.25	0.041536745	0.208463255	
Black	Dot	576	576	0.3	0.07177078	0.22822922	
Black	Dot	577	577	0.9	0.966828	-0.066828	
Black	Dot	578	578	0.45	0.05382743	0.39617257	
Black	Dot	579	579	0.315	0.11520709	0.19979291	
Black	Dot	580	580	0.4	0.22918507	0.17081493	
Black	Dot	581	581	0.5	0.04630182	0.45369818	
Black	Dot	582	582	0.7	0.6279818	0.0720182	
Black	Dot	583	583	0.45	0.22997609	0.22002391	
Black	Dot	584	584	0.5	0.055480264	0.444519736	
Black	Dot	585	585	0.4	0.07147544	0.32852456	
Black	Dot	586	586	0.45	0.07480624	0.37519376	
Black	Dot	587	587	0.45	0.18562676	0.26437324	
Black	Dot	588	588	0.55	0.08730334	0.46269666	
Black	Dot	589	589	0.4	0.6862492	-0.2862492	
Black	Dot	590	590	0.6	0.20665549	0.39334451	
Black	Dot	591	591	0.375	0.07964048	0.29535952	
Black	Dot	592	592	0.45	0.10768132	0.34231868	
Black	Dot	593	593	0.4	0.21216524	0.18783476	
Black	Dot	594	594	0.45	0.89954036	-0.44954036	
Black	Dot	595	595	0.3	0.06530183	0.23469817	
Black	Dot	596	596	0.35	0.097744256	0.252255744	
Black	Dot	597	597	0.37	0.06064763	0.30935237	
Black	Dot	598	598	0.35	0.1634027	0.1865973	
Black	Dot	599	599	0.45	0.7213846	-0.2713846	
Black	Dot	600	600	0.35	0.121452644	0.228547356	
Black	Dot	601	601	0.715	0.6186982	0.0963018	
Black	Dot	602	602	0.5	0.32242563	0.17757437	
Black	Dot	603	603	0.45	0.10481713	0.34518287	
Black	Dot	604	604	0.4	0.09340039	0.30659961	
Black	Dot	605	605	0.35	0.06878356	0.28121644	
Black	Dot	606	606	0.365	0.064210445	0.300789555	
Black	Dot	607	607	0.45	0.11882195	0.33117805	
Black	Dot	608	608	0.4	0.38394815	0.01605185	
Black	Dot	609	609	0.35	0.3817339	-0.0317339	
Black	Dot	610	610	0.4	0.091420785	0.308579215	
Black	Dot	611	611	0.4	0.034887347	0.365112653	
Black	Dot	612	612	0.4	0.11727134	0.28272866	
Black	Dot	613	613	0.3	0.46589994	-0.16589994	
Black	Dot	614	614	0.45	0.5450975	-0.0950975	
Black	Dot	615	615	0.365	0.21424499	0.15075501	
Black	Dot	616	616	0.42	0.14556113	0.27443887	
Black	Dot	617	617	0.45	0.14164028	0.30835972	
Black	Dot	618	618	0.5	0.040503956	0.459496044	
Black	Dot	619	619	0.3	0.0963713	0.2036287	
Black	Dot	620	620	0.7	0.6479155	0.0520845	
Black	Dot	621	621	0.475	0.08730334	0.38769666	
Black	Dot	622	622	0.45	0.07352493	0.37647507	
Black	Dot	623	623	0.35	0.032606043	0.317393957	
Black	Dot	624	624	0.31	0.073228575	0.236771425	
Black	Dot	625	625	0.25	0.19949894	0.05050106	
Black	Dot	626	626	0.45	0.20493084	0.24506916	
Black	Dot	627	627	0.35	0.07816168	0.27183832	
Black	Dot	628	628	0.5	0.0789929	0.4210071	
Black	Dot	629	629	0.565	0.15757209	0.40742791	
Black	Dot	630	630	0.45	0.15697096	0.29302904	
Black	Dot	631	631	0.6	0.16372126	0.43627874	
Black	Dot	632	632	0.45	0.32155633	0.12844367	
Black	Dot	633	633	0.45	0.3592112	0.0907888	
Black	Dot	634	634	0.45	0.29759896	0.15240104	
Black	Dot	635	635	0.32	0.23348336	0.08651664	
Black	Dot	636	636	0.35	0.07382314	0.27617686	
Black	Dot	637	637	0.35	0.071542874	0.278457126	
Black	Dot	638	638	0.325	0.026513485	0.298486515	
Black	Dot	639	639	0.4	0.03964877	0.36035123	
Black	Dot	640	640	0.45	0.1140403	0.3359597	
Black	Dot	641	641	0.365	0.15126583	0.21373417	
Black	Dot	642	642	0.5	0.038372986	0.461627014	
Black	Dot	643	643	0.5	0.01625321	0.48374679	
Black	Dot	644	644	0.35	0.070614286	0.279385714	
Black	Dot	645	645	0.5	0.0730469	0.4269531	
Black	Dot	646	646	0.45	0.19242074	0.25757926	
Black	Dot	647	647	0.42	0.46314785	-0.04314785	
Black	Dot	648	648	0.8	0.9341233	-0.1341233	
Black	Dot	649	649	0.62	0.06551536	0.55448464	
Black	Dot	650	650	0.4	0.2690008	0.1309992	
Black	Dot	651	651	0.32	0.04817276	0.27182724	
Black	Dot	652	652	0.4	0.9331688	-0.5331688	
Black	Dot	653	653	0.5	0.1589066	0.3410934	
Black	Dot	654	654	0.75	0.2764731	0.4735269	
Black	Dot	655	655	0.47	0.60982287	-0.13982287	
Black	Dot	656	656	0.365	0.02867995	0.33632005	
Black	Dot	657	657	0.35	0.068617426	0.281382574	
Black	Dot	658	658	0.35	0.23494308	0.11505692	
Black	Dot	659	659	0.25	0.04853201	0.20146799	
Black	Dot	660	660	0.425	0.055843055	0.369156945	
Black	Dot	661	661	0.47	0.43159696	0.03840304	
Black	Dot	662	662	0.4	0.2506611	0.1493389	
Black	Dot	663	663	0.4	0.19639337	0.20360663	
Black	Dot	664	664	0.35	0.066702835	0.283297165	
Black	Dot	665	665	0.35	0.07726089	0.27273911	
Black	Dot	666	666	0.42	0.9529026	-0.5329026	
Black	Dot	667	667	0.3	0.02963232	0.27036768	
Black	Dot	668	668	0.45	0.43534005	0.01465995	
Black	Dot	669	669	0.365	0.06975187	0.29524813	
Black	Dot	670	670	0.45	0.17340213	0.27659787	
Black	Dot	671	671	0.45	0.037171014	0.412828986	
Black	Dot	672	672	0.45	0.087303296	0.362696704	
Black	Dot	673	673	0.37	0.3211843	0.0488157	
Black	Dot	674	674	0.45	0.027514813	0.422485187	
Black	Dot	675	675	0.25	0.034177657	0.215822343	
Black	Dot	676	676	0.45	0.07499091	0.37500909	
Black	Dot	677	677	0.45	0.39526978	0.05473022	
Black	Dot	678	678	0.4	0.086429834	0.313570166	
Black	Dot	679	679	0.6	0.56845605	0.03154395	
Black	Dot	680	680	0.45	0.052663907	0.397336093	
Black	Dot	681	681	0.3	0.07318213	0.22681787	
Black	Dot	682	682	0.37	0.05431092	0.31568908	
Black	Dot	683	683	0.45	0.102985665	0.347014335	
Black	Dot	684	684	0.3	0.0568144	0.2431856	
Black	Dot	685	685	0.35	0.1174412	0.2325588	
Black	Dot	686	686	0.265	0.029694738	0.235305262	
Black	Dot	687	687	0.265	0.07898604	0.18601396	
Black	Dot	688	688	0.4	0.036877684	0.363122316	
Black	Dot	689	689	0.4	0.096693136	0.303306864	
Black	Dot	690	690	0.5	0.087303296	0.412696704	
Black	Dot	691	691	0.365	0.04442649	0.32057351	
Black	Dot	692	692	0.4	0.063626796	0.336373204	
Black	Dot	693	693	0.4	0.041972212	0.358027788	
Black	Dot	694	694	0.5	0.117459364	0.382540636	
Black	Dot	695	695	0.35	0.11027675	0.23972325	
Black	Dot	696	696	0.5	0.7388681	-0.2388681	
Black	Dot	697	697	0.375	0.04346392	0.33153608	
Black	Dot	698	698	0.4	0.32196832	0.07803168	
Black	Dot	699	699	0.35	0.006054925	0.343945075	
Black	Dot	700	700	0.45	0.067700304	0.382299696	
Black	Dot	701	701	0.32	0.9205056	-0.6005056	
Black	Dot	702	702	0.85	0.949804	-0.099804	
Black	Dot	703	703	0.3	0.013718168	0.286281832	
Black	Dot	704	704	0.35	0.025386067	0.324613933	
Black	Dot	705	705	0.57	0.087303296	0.482696704	
Black	Dot	706	706	0.65	0.7670909	-0.1170909	
Black	Dot	707	707	0.25	0.10010046	0.14989954	
Black	Dot	708	708	0.4	0.13110481	0.26889519	
Black	Dot	709	709	0.6	0.24461374	0.35538626	
Black	Dot	710	710	0.42	0.017189244	0.402810756	
Black	Dot	711	711	0.4	0.08103977	0.31896023	
Black	Dot	712	712	0.4	0.09087141	0.30912859	
Black	Dot	713	713	0.575	0.19599883	0.37900117	
Black	Dot	714	714	0.565	0.95920646	-0.39420646	
Black	Dot	715	715	0.9	0.96382236	-0.06382236	
Black	Dot	716	716	0.565	0.92966884	-0.36466884	
Black	Dot	717	717	0.3	0.19252308	0.10747692	
Black	Dot	718	718	0.4	0.2586448	0.1413552	
Black	Dot	719	719	0.37	0.07439149	0.29560851	
Black	Dot	720	720	0.35	0.118342094	0.231657906	
Black	Dot	721	721	0.35	0.037419956	0.312580044	
Black	Dot	722	722	0.55	0.66553557	-0.11553557	
Black	Dot	723	723	0.85	0.5517294	0.2982706	
Black	Dot	724	724	0.5	0.06899701	0.43100299	
Black	Dot	725	725	0.35	0.058628786	0.291371214	
Black	Dot	726	726	0.5	0.9108359	-0.4108359	
Black	Dot	727	727	0.35	0.25033918	0.09966082	
Black	Dot	728	728	0.375	0.11150555	0.26349445	
Black	Dot	729	729	0.3	0.20562	0.09438	
Black	Dot	730	730	0.65	0.16239995	0.48760005	
Black	Dot	731	731	0.325	0.09398985	0.23101015	
Black	Dot	732	732	0.4	0.12147872	0.27852128	
Black	Dot	733	733	0.37	0.3223819	0.0476181	
Black	Dot	734	734	0.6	0.9480649	-0.3480649	
Black	Dot	735	735	0.45	0.245609	0.204391	
Black	Dot	736	736	0.52	0.22255147	0.29744853	
Black	Dot	737	737	0.4	0.108006716	0.291993284	
Black	Dot	738	738	0.85	0.9227742	-0.0727742	
Black	Dot	739	739	0.55	0.9001343	-0.3501343	
Black	Dot	740	740	0.355	0.11695836	0.23804164	
Black	Dot	741	741	0.5	0.8997053	-0.3997053	
Black	Dot	742	742	0.62	0.039197613	0.580802387	
Black	Dot	743	743	0.375	0.064105615	0.310894385	
Black	Dot	744	744	0.4	0.023369245	0.376630755	
Black	Dot	745	745	0.35	0.041936427	0.308063573	
Black	Dot	746	746	0.6	0.073333256	0.526666744	
Black	Dot	747	747	0.4	0.029501382	0.370498618	
Black	Dot	748	748	0.35	0.16451697	0.18548303	
Black	Dot	749	749	0.4	0.09164302	0.30835698	
Black	Dot	750	750	0.325	0.048680138	0.276319862	
Black	Dot	751	751	0.35	0.1220534	0.2279466	
Black	Dot	752	752	0.35	0.02744209	0.32255791	
Black	Dot	753	753	0.3	0.06828133	0.23171867	
Black	Dot	754	754	0.4	0.012754446	0.387245554	
Black	Dot	755	755	0.55	0.17316699	0.37683301	
Black	Dot	756	756	0.45	0.06569973	0.38430027	
Black	Dot	757	757	0.45	0.27899656	0.17100344	
Black	Dot	758	758	0.4	0.109081686	0.290918314	
Black	Dot	759	759	0.4	0.7766627	-0.3766627	
Black	Dot	760	760	0.37	0.32338798	0.04661202	
Black	Dot	761	761	0.515	0.23171644	0.28328356	
Black	Dot	762	762	0.35	0.0650037	0.2849963	
Black	Dot	763	763	0.6	0.14736572	0.45263428	
Black	Dot	764	764	0.45	0.08624152	0.36375848	
Black	Dot	765	765	0.45	0.090016864	0.359983136	
Black	Dot	766	766	0.37	0.064061485	0.305938515	
Black	Dot	767	767	0.25	0.073971555	0.176028445	
Black	Dot	768	768	0.25	0.123989895	0.126010105	
Black	Dot	769	769	0.35	0.043339875	0.306660125	
Black	Dot	770	770	0.465	0.027413001	0.437586999	
Black	Dot	771	771	0.4	0.06996657	0.33003343	
Black	Dot	772	772	0.65	0.11483509	0.53516491	
Black	Dot	773	773	0.5	0.3745477	0.1254523	
Black	Dot	774	774	0.45	0.033427067	0.416572933	
Black	Dot	775	775	0.4	0.086041965	0.313958035	
Black	Dot	776	776	0.4	0.07779786	0.32220214	
Black	Dot	777	777	0.35	0.23836415	0.11163585	
Black	Dot	778	778	0.35	0.10190645	0.24809355	
Black	Dot	779	779	0.45	0.38658136	0.06341864	
Black	Dot	780	780	0.37	0.051134937	0.318865063	
Black	Dot	781	781	0.45	0.32206434	0.12793566	
Black	Dot	782	782	0.7	0.12913993	0.57086007	
Black	Dot	783	783	0.45	0.11538365	0.33461635	
Black	Dot	784	784	0.365	0.24002746	0.12497254	
Black	Dot	785	785	0.67	0.8996436	-0.2296436	
Black	Dot	786	786	0.45	0.06497705	0.38502295	
Black	Dot	787	787	0.45	0.079089195	0.370910805	
Black	Dot	788	788	0.37	0.069950595	0.300049405	
Black	Dot	789	789	0.5	0.04560456	0.45439544	
Black	Dot	790	790	0.45	0.17586815	0.27413185	
Black	Dot	791	791	0.25	0.03898905	0.21101095	
Black	Dot	792	792	0.4	0.06482206	0.33517794	
Black	Dot	793	793	0.45	0.04075145	0.40924855	
Black	Dot	794	794	0.3	0.021669775	0.278330225	
Black	Dot	795	795	0.45	0.11606589	0.33393411	
Black	Dot	796	796	0.4	0.09277901	0.30722099	
Black	Dot	797	797	0.26	0.098581895	0.161418105	
Black	Dot	798	798	0.35	0.0705622	0.2794378	
Black	Dot	799	799	0.4	0.18694776	0.21305224	
Black	Dot	800	800	0.4	0.45535585	-0.05535585	
Black	Dot	801	801	0.47	0.06761699	0.40238301	
Black	Dot	802	802	0.4	0.0726438	0.3273562	
Black	Dot	803	803	0.35	0.22581072	0.12418928	
Black	Dot	804	804	0.35	0.03783344	0.31216656	
Black	Dot	805	805	0.7	0.83258295	-0.13258295	
Black	Dot	806	806	0.25	0.04613672	0.20386328	
Black	Dot	807	807	0.4	0.06700859	0.33299141	
Black	Dot	808	808	0.475	0.14625774	0.32874226	
Black	Dot	809	809	0.35	0.025856331	0.324143669	
Black	Dot	810	810	0.4	0.064002044	0.335997956	
Black	Dot	811	811	0.4	0.060129385	0.339870615	
Black	Dot	812	812	0.415	0.92703164	-0.51203164	
Black	Dot	813	813	0.36	0.062833644	0.297166356	
Black	Dot	814	814	0.4	0.049122144	0.350877856	
Black	Dot	815	815	0.4	0.040255718	0.359744282	
Black	Dot	816	816	0.35	0.038600277	0.311399723	
Black	Dot	817	817	0.4	0.09722956	0.30277044	
Black	Dot	818	818	0.3	0.2518552	0.0481448	
Black	Dot	819	819	0.4	0.2961862	0.1038138	
Black	Dot	820	820	0.3	0.32143813	-0.02143813	
Black	Dot	821	821	0.21	0.18914439	0.02085561	
Black	Dot	822	822	0.415	0.08730334	0.32769666	
Black	Dot	823	823	0.3	0.06390021	0.23609979	
Black	Dot	824	824	0.8	0.910251	-0.110251	
Black	Dot	825	825	0.265	0.074442886	0.190557114	
Black	Dot	826	826	0.4	0.064385556	0.335614444	
Black	Dot	827	827	0.365	0.121680826	0.243319174	
Black	Dot	828	828	0.27	0.35745737	-0.08745737	
Black	Dot	829	829	0.26	0.38982198	-0.12982198	
Black	Dot	830	830	0.65	0.9168736	-0.2668736	
Black	Dot	831	831	0.35	0.06918076	0.28081924	
Black	Dot	832	832	0.3	0.062446833	0.237553167	
Black	Dot	833	833	0.415	0.0793979	0.3356021	
Black	Dot	834	834	0.315	0.025382066	0.289617934	
Black	Dot	835	835	0.27	0.2770468	-0.0070468	
Black	Dot	836	836	0.45	0.60890996	-0.15890996	
Black	Dot	837	837	0.455	0.07404061	0.38095939	
Black	Dot	838	838	0.4	0.06968893	0.33031107	
Black	Dot	839	839	0.36	0.14230649	0.21769351	
Black	Dot	840	840	0.305	0.07021155	0.23478845	
Black	Dot	841	841	0.36	0.17251176	0.18748824	
Black	Dot	842	842	0.75	0.8994981	-0.1494981	
Black	Dot	843	843	0.41	0.18481971	0.22518029	
Black	Dot	844	844	0.35	0.20608552	0.14391448	
Black	Dot	845	845	0.455	0.08730334	0.36769666	
Black	Dot	846	846	0.265	0.06642008	0.19857992	
Black	Dot	847	847	0.32	0.14999183	0.17000817	
Black	Dot	848	848	0.3	0.19721577	0.10278423	
Black	Dot	849	849	0.36	0.036285516	0.323714484	
Black	Dot	850	850	0.3	0.022780955	0.277219045	
Black	Dot	851	851	0.305	0.20223658	0.10276342	
Black	Dot	852	852	0.25	0.068070635	0.181929365	
Black	Dot	853	853	0.25	0.06861166	0.18138834	
Black	Dot	854	854	0.25	0.36099908	-0.11099908	
Black	Dot	855	855	0.41	0.116677284	0.293322716	
Black	Dot	856	856	0.3	0.023177573	0.276822427	
Black	Dot	857	857	0.35	0.31706807	0.03293193	
Black	Dot	858	858	0.26	0.06921377	0.19078623	
Black	Dot	859	859	0.45	0.37231404	0.07768596	
Black	Dot	860	860	0.31	0.37202	-0.06202	
Black	Dot	861	861	0.35	0.08451205	0.26548795	
Black	Dot	862	862	0.35	0.22260036	0.12739964	
Black	Dot	863	863	0.45	0.069731526	0.380268474	
Black	Dot	864	864	0.315	0.13654126	0.17845874	
Black	Dot	865	865	0.315	0.07744792	0.23755208	
Black	Dot	866	866	0.305	0.078364134	0.226635866	
Black	Dot	867	867	0.355	0.029583376	0.325416624	
Black	Dot	868	868	0.3	0.08539795	0.21460205	
Black	Dot	869	869	0.2	0.3213882	-0.1213882	
Black	Dot	870	870	0.3	0.22566655	0.07433345	
Black	Dot	871	871	0.25	0.19314031	0.05685969	
Black	Dot	872	872	0.3	0.254316	0.045684	
Black	Dot	873	873	0.26	0.021705968	0.238294032	
Black	Dot	874	874	0.3	0.10745901	0.19254099	
Black	Dot	875	875	0.3	0.10250786	0.19749214	
Black	Dot	876	876	0.3	0.20077822	0.09922178	
Black	Dot	877	877	0.35	0.29257223	0.05742777	
Black	Dot	878	878	0.3	0.22558448	0.07441552	
Black	Dot	879	879	0.35	0.38010576	-0.03010576	
Black	Dot	880	880	0.35	0.17821117	0.17178883	
Black	Dot	881	881	0.405	0.08730334	0.31769666	
Black	Dot	882	882	0.35	0.19075659	0.15924341	
Black	Dot	883	883	0.25	0.14282092	0.10717908	
Black	Dot	884	884	0.3	0.07737068	0.22262932	
Black	Dot	885	885	0.55	0.8349013	-0.2849013	
Black	Dot	886	886	0.3	0.22547981	0.07452019	
Black	Dot	887	887	0.255	0.09252099	0.16247901	
Black	Dot	888	888	0.3	0.025472594	0.274527406	
Black	Dot	889	889	0.35	0.03180567	0.31819433	
Black	Dot	890	890	0.26	0.09265582	0.16734418	
Black	Dot	891	891	0.3	0.06485856	0.23514144	
Black	Dot	892	892	0.25	0.0650057	0.1849943	
Black	Dot	893	893	0.45	0.08489986	0.36510014	
Black	Dot	894	894	0.25	0.40513167	-0.15513167	
Black	Dot	895	895	0.3	0.5772337	-0.2772337	
Black	Dot	896	896	0.26	0.12153114	0.13846886	
Black	Dot	897	897	0.3	0.20562	0.09438	
Black	Dot	898	898	0.6	0.9664999	-0.3664999	
Black	Dot	899	899	0.25	0.106669076	0.143330924	
Black	Dot	900	900	0.365	0.03082784	0.33417216	
Black	Dot	901	901	0.31	0.123330794	0.186669206	
Black	Dot	902	902	0.25	0.40638897	-0.15638897	
Black	Dot	903	903	0.35	0.072694495	0.277305505	
Black	Dot	904	904	0.21	0.44511634	-0.23511634	
Black	Dot	905	905	0.15	0.03448509	0.11551491	
Black	Dot	906	906	0.25	0.32722253	-0.07722253	
Black	Dot	907	907	0.3	0.038636293	0.261363707	
Black	Dot	908	908	0.25	0.15170932	0.09829068	
Black	Dot	909	909	0.3	0.3157809	-0.0157809	
Black	Dot	910	910	0.31	0.08875417	0.22124583	
Black	Dot	911	911	0.3	0.3265741	-0.0265741	
Black	Dot	912	912	0.2	0.15152192	0.04847808	
Black	Dot	913	913	0.155	0.1184026	0.0365974	
Black	Dot	914	914	0.3	0.11393703	0.18606297	
Black	Dot	915	915	0.26	0.027425377	0.232574623	
Black	Dot	916	916	0.25	0.3611576	-0.1111576	
Black	Dot	917	917	0.36	0.14411812	0.21588188	
Black	Dot	918	918	0.2	0.06716203	0.13283797	
Black	Dot	919	919	0.3	0.19380537	0.10619463	
Black	Dot	920	920	0.25	0.08637084	0.16362916	
Black	Dot	921	921	0.36	0.7714696	-0.4114696	
Black	Dot	922	922	0.2	0.069823936	0.130176064	
Black	Dot	923	923	0.35	0.07477732	0.27522268	
Black	Dot	924	924	0.35	0.061823018	0.288176982	
Black	Dot	925	925	0.305	0.8866354	-0.5816354	
Black	Dot	926	926	0.3	0.07073789	0.22926211	
Black	Dot	927	927	0.35	0.21229202	0.13770798	
Black	Dot	928	928	0.2	0.06580673	0.13419327	
Black	Dot	929	929	0.25	0.3178814	-0.0678814	
Black	Dot	930	930	0.31	0.066263884	0.243736116	
Black	Dot	931	931	0.31	0.06478506	0.24521494	
Black	Dot	932	932	0.5	0.28316528	0.21683472	
Black	Dot	933	933	0.3	0.0626837	0.2373163	
Black	Dot	934	934	0.2	0.0336902	0.1663098	
Black	Dot	935	935	0.31	0.19578275	0.11421725	
Black	Dot	936	936	0.35	0.016496757	0.333503243	
Black	Dot	937	937	0.45	0.087303296	0.362696704	
Black	Dot	938	938	0.305	0.15887666	0.14612334	
Black	Dot	939	939	0.35	0.23809671	0.11190329	
Black	Dot	940	940	0.3	0.06907472	0.23092528	
Black	Dot	941	941	0.205	0.12081594	0.08418406	
Black	Dot	942	942	0.32	0.15324825	0.16675175	
Black	Dot	943	943	0.32	0.10503507	0.21496493	
Black	Dot	944	944	0.25	0.0381991	0.2118009	
Black	Dot	945	945	0.35	0.26851568	0.08148432	
Black	Dot	946	946	0.36	0.114122085	0.245877915	
Black	Dot	947	947	0.25	0.23960078	0.01039922	
Black	Dot	948	948	0.65	0.7143426	-0.0643426	
Black	Dot	949	949	0.31	0.19572037	0.11427963	
Black	Dot	950	950	0.3	0.23209384	0.06790616	
Black	Dot	951	951	0.25	0.20764734	0.04235266	
Black	Dot	952	952	0.255	0.03631765	0.21868235	
Black	Dot	953	953	0.25	0.032643545	0.217356455	
Black	Dot	954	954	0.4	0.034887347	0.365112653	
Black	Dot	955	955	0.355	0.19990453	0.15509547	
Black	Dot	956	956	0.35	0.1192674	0.2307326	
Black	Dot	957	957	0.255	0.019854598	0.235145402	
Black	Dot	958	958	0.3	0.2233196	0.0766804	
Black	Dot	959	959	0.2	0.046469957	0.153530043	
Black	Dot	960	960	0.265	0.07893182	0.18606818	
Black	Dot	961	961	0.15	0.073971555	0.076028445	
Black	Dot	962	962	0.355	0.1633344	0.1916656	
Black	Dot	963	963	0.35	0.08242341	0.26757659	
Black	Dot	964	964	0.255	0.033728782	0.221271218	
Black	Dot	965	965	0.25	0.054420426	0.195579574	
Black	Dot	966	966	0.35	0.03821672	0.31178328	
Black	Dot	967	967	0.25	0.088819936	0.161180064	
Black	Dot	968	968	0.26	0.4673754	-0.2073754	
Black	Dot	969	969	0.35	0.16792585	0.18207415	
Black	Dot	970	970	0.2	0.03177577	0.16822423	
Black	Dot	971	971	0.3	0.15175164	0.14824836	
Black	Dot	972	972	0.4	0.090432286	0.309567714	
Black	Dot	973	973	0.22	0.03848909	0.18151091	
Black	Dot	974	974	0.3	0.27915174	0.02084826	
Black	Dot	975	975	0.45	0.039018113	0.410981887	
Black	Dot	976	976	0.3	0.034887347	0.265112653	
Black	Dot	977	977	0.25	0.08730334	0.16269666	
Black	Dot	978	978	0.25	0.0827942	0.1672058	
Black	Dot	979	979	0.3	0.31405792	-0.01405792	
Black	Dot	980	980	0.15	0.19252308	-0.04252308	
Black	Dot	981	981	0.31	0.070135675	0.239864325	
Black	Dot	982	982	0.15	0.21694577	-0.06694577	
Black	Dot	983	983	0.3	0.13608123	0.16391877	
Black	Dot	984	984	0.35	0.07272351	0.27727649	
Black	Dot	985	985	0.305	0.12415449	0.18084551	
Black	Dot	986	986	0.25	0.037278824	0.212721176	
Black	Dot	987	987	0.205	0.083905965	0.121094035	
Black	Dot	988	988	0.3	0.09638243	0.20361757	
Black	Dot	989	989	0.35	0.16260162	0.18739838	
Black	Dot	990	990	0.8	0.90258384	-0.10258384	
Black	Dot	991	991	0.365	0.20040594	0.16459406	
Black	Dot	992	992	0.31	0.053423423	0.256576577	
Black	Dot	993	993	0.3	0.19739002	0.10260998	
