Tweet_id,Text,translated Text,score
705,NGAKAK HAHAHHAHA'
706,"I feel so useless. Hanggang seen lang ako. Hindi ako makatulong, wala akong magawa. Damn it'"
707,Plsssssss huhuhu'
708,Ewan ko bat sya laman ng News Feed ko HAHAHAHAHAHA ANG KYUT NYA HAAHAHAHAHA'
709,Always epal HAHHAHAHA'
710,@alfiendhika @_kiraaana @Wilhambar soro ancen ngangkat e'
711,d secret is makalat aq
712,U N L I M I T E D I K I R I W O R K S
713,Love mo ba? Or Mahal mo lang? magulo ka ba? or magulo ka lang?
714,HAHAHAHHAHAHAHHA G NA G LT AMP'
715,POKPOK KA Mabait po ako haha
716,Napanooddd ko to ihhh shettt '
717,Huhuhuhuhu '
718,Ako man matatakot if ever mkita ko ang baby na si Iking n bigla n lng nagpapalit ng anyo...pero paano kya ntanggp ni Panying si Iking s kabila ng kakaibang pagkatao nito? #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_'
719,Hahaha sana kayo rin
720,"Good Evening, pwede po makahingi ng copy ng GoT? Godbless! OK sure"
721,@KimSucias HINDI SIYA CHEWY T^T'
722,@myouijungstal busy e :( lalaro ako pag napalitan na wala naming kwentang wifi HAHAHAHAHAHA'
723,Kakaloka si Boobsie Parang nasa gym ka lang ah @aldenrichards02 #ALDENTheActorReturns'
724,haha!'
725,July bilisan mo. Excited na ko sa S3.'
726,"@reigne_perchay @mariajuno0621 @tweetmetomcat Accountant tapos gusto i/brag kung magkano tax nya...dong unang una HINDI ka si REGINE..pangalawa, magaling kayong mga accountant mag maniobra ng ITR. Gagong zombie to '"
727,"poging tyanak. hahhha kung ako yan, kahit cute, di ko lalapitan. hahhahha #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_'"
728,"@dekstrauss grabe kuya unsa naman diay ko, A hahaha'"
729,@svthingy mwehe. @pledis_17
730,Mababaog di mag tanong WAHAHAAHAHA
731,I just saw this on social media: Him: pahinga na muna natin tong relasyon natin. Him after 2 weeks: miss na kita balik kana Him after 1 month: happy weeksarry dito sa gf kong pinaka maganda sa balat ng lupa. Me:
732,"b""Sabi ko matutulog ako ng maaga tas magaalarm na lang ng 11pm para sa last set ng concept photos look ma, l'm still alive and kicking """
733,"b""WOW. Taeyeon's new tat. WOW"
734,Ang bigat talaga ng feeling ko. Crap!!! I hate this shit!!!'
735,"Feels . Mwahness #egai2019 na!!! . #IyongPinay #asian ....%~ *, #wow #cool #gorgeous #igworthy ... #wanderlust #hype #photoops #photographyislifee .... ..... ..."
736,@omar_quraishi Hahaha ....... isay kabhee iskay ghar say phone nahee aya wazir isay fone karein gey ........ He is such a character'
737,Kamo na ni rj? *plays ghostin by ariana grande
738,JESSE MCCARTNEY PUTANGINA AT DOUBLE C PA HAHAHAHAHAHAHAHAHAHAHA'
739,"Paano ko sasabihin kay Baejin na birthday ko sa 20 in 2 seconds? @kangpeach101 : sabihin mo, "" I SAY HAPPY YOU SAY BIRTHDAY OKAY HAPPY BIRTHDAY HAPPY BIRTHDAY HAHAHAHA LETSE KA, NAMO TALAGA HAHAHAHA'"
740,Kaano-ano niyo po si kuya Forth Padrigao? tito ko
741,Shetekelsss bat pte ako biglang na tense..'
742,@Celynasexyy I feel hahaha nazatap bili la kaso nakakaantok'
743,@mdlexzatorres Nahuman na nako oy hahahaha. Gi save lang nako sa akoang notes coz it s worth tweeting for HAHAHAHAH'
744,"F. O na ba J, J, C, A'"
745,NAIIYAK AKO BAKIT'
746,Anong type ng alak iniinom mo? D nga po ako umiinom
747,"naisip ko ano nga bang dapat ikalungkot ko kung alam kong may mga taong mas mabibigat pa pinagdadaanan kesa sa akin, di sa iniinvalidate ko yung struggles ko pero i think sila talaga tong kailangan matulungan kasi kaya ko naman tulungan sarili ko skl'"
748,yieiueu tagpuan'
749,"nag-kiss na ba sila chayo and leandro? wala pa silang ginagawang intimate diba? grabeh, patapos na ang ATH, wala pang nangyayaring ganon, pero yung level ng kilig natin, wagas na? i therefore conclude na sila na ang fave kong jcouple next to lili &amp; riguel, raj &amp; leil'"
750,Maligayang pagkabuhay Papa God Salamat sa lahat ng blessings I love you '
751,@AndalRBNJ lumaban :p'
752,As in ngayong linggo po'
753,Maybe jin. Smeraldo'
754,Matulog ng maaga at gumising ng maaga bukas.. #KissesDelavin | Kisses Delavin #4DaysTillALifeFullofKISSES'
755,HAHAHA MAISSUE KASI YUNG IBA!KUNG ANO ANO! SINASABI! DI NAMAN TOTOO '
756,"gusto mo angkinin, pero di naman sayo. i won,,'"
757,"Nak, ibalot mo papakain natin sa aso '"
758,@TWaje1808 i mama ku haha'
759,@notyourusualdom I hate you thou HAHAHAHAHAHAHA'
760,"b""@JshCclio Halaaa huhu she's my queen malayong malayo ako dun hahahaha"""
761,HAHAHAHHAHAA HINIMATAY NAMAN E'
762,hala yung mga table and chairs '
763,Me as a jowa: Tipid magreply Sayo lang sweet at clingy Loyal hindi Faithful Iseseen ka lang Bibigyan kita ng oras pero hindi kita priority Kaya walang jowa. '
764,Video ko nung bata pa ako :&gt;'
765,Dami kaya madami ba? hahahaha
766,@liby_def12 @GOT7Official @real_Kimyugyeom oh i see hehehe'
767,HALA'
768,i love you sowi taken na ako eh by God
769,"Grabe naman kasi, ang ganda ng kwento. Nakaka excite. #HNKPagsilang Edward as Iking'"
770,dakadaha oo ka badisay xulka Somali
771,@markdcordero Daw feel ko daan kada kita niya sa iban namon nga relatives amo na iya favorite topic. Obsessed na sya guro sakon.
772,Happy kah teh?
773,crush ko sya'
774,@LOUrdesgraceY @CrizEllaine1 @louyanong @itsdredesu Limot ko na name nya e.. #MBwithLouDreBukasNa @louyanong I @itsdredesu'
775,malasa sa isa oy
776,ask niyo ko mga vivi
777,Ay wowerz hahaha @kkkellie @cmlvrz @maala_joyce
778,@herthoughtslgv Di rin ako makapaniwala mom I WONT ILL WORK HARDER HUHU'
779,"its supposed to be a very long long roadtrip but nagub-an meg sakyanan so nahulog meg dahilayan and haha we are now stuck in the middle of nowhere na ngit2 kaayo walay mga tao, klowbaton nmi and hinay kayg signal. naa pay bata sig hilak. WALA NAKO NALIPAY HAHA'"
780,I ligtas mo si prince #BarbiesBackOnDaig KapusoBrigade @BattalionAmaya'
781,Kani si Bea Alonzo no ! Born to be a Drama Queen Grabe oiy ka hawd mo acting.. Lit kaayo '
782,U know what??! i regret na nakaila taka.'
783,@miyoungjanim @koyuriboo wow kinuwento talaga ni jhem kay reina siguro kinilig siya sige i understand'
784,habang palapit yung dulo ng sem paubos na ng paubos yung pake ko lmao i just want the suffering 2 end '
785,"""Lagi na lang kitang nasusungitan"" BITCH MAG 1 WEEK NA!! BUTI NAPANSIN MO PA???'"
786,"Hoi @jezrylxavier naalala ko yung poster ni Liza Soberano for Southville, ""Education is a privilege"" dae '"
787,EC issues notice to Sadhvi Pragya for remarks on Babri Masjid demolition
788,bagay sila ni park seo joon gash parang di naman
789,"Hi, kapag ba chinat kita or dm mag rereply ka saken? aba malamang oo."
790,2hrs lang tulog niyan.
791,@rmarchives hehe
792,@aireenabilaa Okay jom i pun'
793,Ano pong meron dun sa isang player ng NU? Kay Chavez ba? She played kasi sa isang liga while the UAAP Season is on going.
794,eto rin :((('
795,Selfie kahit pagod galing sa firing #iloveArmy
796,Thoughts about sir eric Maayo mutudlo as innn very passionate sa iyang craft also lingaw sa klase dancerous HAHAHAHAH makamingaw iyang tingog HAAHHAHAHA mingaw nako nila ni maam fe
797,Son dakika
798,Tanong na kayooo
799,TNHNNNN PENGEE NGA GATAS DYANNNN ISA PA HONG GATAS HAHAHHAHA'
800,Ni laag sa balay ang baboy
801,paalam paalam paalam naAaAaaA'
802,Sakit sab sa ako na part na gamay na lang ga appreciate sa kani nga sport '
803,Hi @CamillePrats haha masyado lang akong ambisyosa pero feeling ko lang naman eh may pagkahawig me sayo haha char lang. Lab you Camz since bata ka pa up to now never nagbago ang kakyutan mo xoxo
804,"b""@TembaMliswa @PatsonDzamara @PatsonDzamara happy Birthday, huya ndikubatsire kumutsa Ngozi yaItai, if you are serious DM. No time limit, I'm always available"""
805,sinong pipiliin ko mahal ko o mahal ko kasi wala naman nagmamahal sakin owyeah HAHAHAHAHAHA TAENA TAWANG TAWA AKO'
806,Siguro mausab jud ni'
807,@Aboki_lord Sorry....o oga singlet'
808,love is not avable in this world Dito ka sa piling ko at mamahalin kita ayieee hahahahaha joxx.
809,@arcisanpedro Parang yun na nga pero yun talaga yun e. Hahahaha.'
810,"b""@sherleneBM hmmm wait sige i'll try na ipagsiksikan sila sa tatlong bagay"""
811,Mama yangamba to da waka paka semester nga ewede '
812,Pano ga naman makakatapos e pantanga nanaman nung ilaw'
813,"madamo nga salamat sa hadomhanan kag akon gin agyan ps. di ako sure, pero i hope na-construct ko ng maayos. hahaha. #Guimaras"
814,"b""O 'di ba? Walang papansin sa 'yo """
815,sabi niya date daw pero libre ko o tara na '
816,naka ilang supermarket na ko pero di ko parin makita yung cream o premium '
817,@ricotiko1 @Mikaela_Sarsale OH YES I FORGOT AGAIN HAHAHAHAHAHAHA'
818,"Are you a clean or messy person? Clean, di naman ako marunong magfrench e."
819,AKO PALAGI WALANG I IK DITO EH HAHAHAHAHAHA MAGKAKALAT NA AKO NGAYON HAHAHAHAHAHA'
820,@moralesdanikkaa ako n alang ang kaulayon mo'
821,Naga apply2 nakag trabaho Biancs? Or nadawat naka or naga rest sa ka karon? ipa boards sa daw ko pero try kog apply for part time cause i need cash hahaha but during these past 2 weeks kay nagrest pako hehe
822,HAHAHAHAHAHA @jamnstt'
823,nakakamiss e'
824,Tang ina oo nga nuh hahahaha'
825,Bibili ng pusa o pang gagala?'
826,@anjfabellon hahahahahhaa hoyyy i miss u naaa'
827,Mabuti pa siguro mawala nako sa tabi mo magbibigay pako ng ilang araw o buwan sana magbago kana nakakasawa kana sa ginagawa mo saken.'
828,lisud sad inig mag buwag'
829,happy birthday mamsh!! i miss you na pati mga asaran natin HAHAHAHA see you soonest regaluhan kita dede siz HAHAHAHA @alynchhhhhh'
830,Joon p*tangina bakit ka naka short lang'
831,"I remember what my mother told me, ""Kung gusto mo maging maganda katulad nila, huwag mong ipagkukumpara sarili mo sakanila. You have your own unique style. Huwag ka mag-papadala sa kanila.""'"
832,I know lahi2 ragyud ang tao. Pero di gyud halata?. Digyud klaro?'
833,Who s your totga si r........ charot :-( Hahahahahahahahahauhuhu
834,"Tata ka Lili, uba bendi nesibindi nge kudala ndamthumela nge Zulu.'"
835,Love pa nimo si Mat? friends rami anon:))) shhhh bahin naay masuko hehe
836,Dakilang taga-bully talaga naming mga C.A.T Officers si Sir Dion eh HAHAHAHHAHAHAHAHA'
837,tots abt SILA SILA hahhaa close ko mga to! Saya nila kausap siyempreee! Tapos katawanan din naming Higop
838,@darmonster0 HAHAH oraayt'
839,ano ba tong mga kapatid ko &gt;:(
840,wannaone PM3:22 #wannaone #
841,Akin ka nalang idol iingatan ko ang puso mo idol
842,Minsan na ngalang manlambing may kasama pang pangbbwisit.
843,date? HAHAHA '
844,Hindi ako perpektong tao at ikaw rin pero kung may darating na magmamahal sa akin ng boong boo gagawin kitang perpekto sa buhay ko promise Sorry tinakpan ko yung kasama ko
845,HAHAHA'
846,ang gandaaaaaaaa'
847,"hello happy birthday, @dariusmatibag tysm for everything &amp; know na love kita kahit fave mo kami ni kyla awayin i hope we all can hang soon kasi miss ko na kayo aaa yun lang enjoy ur day habadu '"
848,Napaatras sya say umaapoy na kotse dahil natakot sya sa baby paniki. Kaya nasama sya sa pagsabog. #HNKPagsilang'
849,@pitchblack08 @Barber_Edward_ @maymayentrata07 Kambal din tawag ng papa ko hehee #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_'
850,@AnnieMayward Yup pwede kasi hehehe.. #HNKPagsilang Edward as Iking'
851,astaga tuhan... '
852,Hanggang rt nlng ako nito sa usapang paniki huhu #HNKPagsilang Edward as Iking'
853,"Kuya @PBBabscbn, baka naman mayroon diyan, Sheena at Sho moments Yung tipong magkadikit lang sila okay na kami #PBB8GoldenCircles'"
854,Nag give up na ako sa YT live... paasa kc ... wait ko lang sa tfc #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_'
855,@alexis_mariz @UglyStickkk @snwqueen @Barber_Edward_ @maymayentrata07 Truth. They were too much into fangirling na to the point na nasasakal na yung artist. Tapos fan service lng? Oh come on. Masyadong effort kung effort ung fan service na kaylangan pati family ni ed idamay #HNKPagsilang Edward as Iking'
856,"@OnealRhem @Xam49643571 @Sitti09197635 @LagmanGeraldine @global_shaina @sunnysunday121 @louniebunny @shockaq2 @nuggetvanilla @bechay28 @notario_ruby @Beauty04764113 @GraceSeverino3 @nana_cheesecake @chikikayyyy @ofc_global @loudre_16 Akala ko adobo? Pero oky lng, d nmn ako mapili. Hahah #MBwithLouDreBukasNa'"
857,Kung ireremake ulit ang tyanak Pls lang kunin niyo si iking bilang tyanak..haha #HNKPagsilang Edward as Iking'
858,Sabi ko na eh may babalik sa camp eh #PBB8GoldenCircles'
859,#HNKPagsilang Edward as Iking Hinimatay yung nanaynayan ni Iking..'
860,Naka nganga lahat ng tao dito sa bahay habang nanunuod ahhaha #HNKPagsilang Edward as Iking'
861,I think si oryang ang the big twist ng kwento hehehe #HNKPagsilang Edward as Iking @maymayentrata07 @Barber_Edward_'
862,kung sino ang karapat dapat manatili sa bnk na otso ay malalagay raw sa golden circles.. kun tama dinig ko #PBB8GoldenCircles'
863,Tweets limit na ako.. Sa main account #HNKPagsilang Edward as Iking and Maymay as Sarah @maymayentrata07 @Barber_Edward_'
864,@jdmayward @mikshane11 @Barber_Edward_ Hindi! Isinama sya ng mga paniki. Sinalo sya. #HNKPagsilang Edward as Iking'
865,Naalala ni kuya bunso @boyband_nielm yung pinagdaanan nya rin nya nung nag audition sya for BoybandPH he hope also na maging successful rin ang nag audition like him.Nagpapasalamat kami dahil nagaudition ka at nakilala namin ang isang Niel Murillo :) #IdolPhilippines BoybandPH
866,napakagaganda ng anak ni marian at dingdong eh instant artista na agad ghad'
867,"b""C Eng'r may kilala akong girl version nya he he #HNKPagsilang Edward as Iking"""
868,Tika nga try panoorin sa computer habang nag tetweet. #HNKPagsilang Edward as Iking Maymay as Sarah'
869,"@GraceSeverino3 Hahaha tama. Sabi nga ni andre... ""go go go go go!"" Hahaha for the love of LouDre hihi #MBwithLouDreBukasNa'"
870,lumabas n si Iking nkkatakot nmn! #HNKPagsilang @Barber_Edward_'
871,Hala ayan na nahimasmasan na si Ponyang.. #HNKPagsilang Edward as Iking'
872,Yong mataaaa ni baby iking katakottttt #HNKPagsilang Edward as Iking'
873,single diay ni siya! '
874,Nakaabang na kami ganun kami kaexcited Queen Regine #IdolPHRegineV'
875,tweet lang ng tweet pangatlong spot na nationwide trending #HNKPagsilang Edward as Iking
876,hahaahahahah iba din yung baby #HNKPagsilang Edward as Iking @Barber_Edward_ @maymayentrata07'
877,Omg Nakita niyo yung teaser ? Ang Intense KeepSmiling ASHLEY #CantGetOutStudioVersion'
878,@PBBtch3ChayChoy mag ready na tayo huhu KeepSmiling ASHLEY #CantGetOutStudioVersion'
879,@louyanong gabinuang raman ko .. hahahahha pero totohanin ko..search muna ako san mag-audition HAHAHA ... sana di ninyo ako ikakahiya pag di ako natanggap HAHAHAHHA @itsdredesu #MBwithLouDreBukasNa'
880,Kapampangan fight. Walang aayaw. #PBALabanKungLaban'
881,Hahahahaha'
882,#BarbiesBackOnDaig More tweet mga kapuso'
883,@MWTWarriorsOFC @AnnabelleCorde6 Oryang pla akala ko Aryang #HNKPagsilang Edward as Iking'
884,Ang bilis lang ng commercial ha Queen Regine #IdolPHRegineV'
885,Sex or chocolate ? chocolatesex chz bantos ka. chocolate siyempre
886,Pagbukas q ng ml eto sumalubong sakin amazing
887,D parn tpos? Hahahaha kht anong gawn guys lomis at prutzz prn cla'
888,Me Bae @CollegeShawty12'
889,"Dahil next week pa ko mag beabeach, banyo selfie nalang muna para makiuso???? #NipSlip #LickTheNip"
890,kalau nak tau cara cara move on. ambil la course masscom dan study subject inc271
891,pila ray char oy hahaha
892,wala na...
893,Hahahahaha cutieeeeeee my bebe'
894,Ganda mo sheeeee #PBB8GoldenCircles'
895,"pedeng paamoy rin? usbaw nga y nakakahiling, ikaw pang puro haha dine ka pa tumira"
896,Iba iba naman kasi ang lalaki. Tanggapin kung anong kayang ibigay. '
897,"Sasa #ChooseInfantaQuezon #InfantaKo #VisitInfantaQuezon #Summer #Rural #ChooseQuezon @ Abiawin, Quezon, Philippines"
898,Tangina i have ahahahaha shet lang di na ako magllike ulet. Charot agahagaha'
899,Pero ni respeto mo si saleres? Syempre bakit naman hindi
900,@Khiradhussain3 Jhoot bulwaya @Khiradhussain3 dare complete
901,"b""dapat naba talaga kong magtake hagay ako'y pinanghihinaan ng loob"""
902,Yung gusto mo mag-celeb pero ayaw ka payagan ng physio
903,kaya pala wala ako nakikita nagpopost na may babols babols hehe #taongbahay'
904,wa ta ani pildi ang d magparamdam '
905,\\ kawaii /
906,"Off to SJDM, Bulacan. May makasabay kaya ako?"
907,Why so pogi naman
908,chat ko ba o hindi?kaso pag nagchat ako baka di ako replyan kasi nakakaabala lang ako kaya wag na kang ichat '
909,magsisimula na ho ang mga gabing malulunod ako sa kopiko 78
910,"b""bakit ba hindi ka nakilala nang ako'y malaya pa. """
911,Pamasko ko ang nakataya dito hahaha jk
912,Hahahahaha I Miss USA hahahaha'
913,Ka ngit2
914,8 9 8 3 Nagustuhan ko dati hehe'
915,"ommo, pwetty! &gt; &lt;'"
916,Naks mams HAHAHAHAHAHAHA pidi na mudil'
917,"nako pumukaw talaga sakin yung ""magyaya ka minsan ng inuman"" HAHAHAHAHAHAH pwede rin naman, at oo naman sksksksksk aalagaan ko sya '"
918,Pasok ka bukas? syempre hinde
919,Ala ang cute nyo hahahaha'
920,lalaking nacucutean ka na nagkagusto sayo?? except sa mga naging mu/jowa mo pwede ba kahit di nagkagusto saken? si klod ayon cute yon
921,Crush kita yieee Crush din ketaaa yieee hahahaha sana legit potek haha
922,yulyen at it again
923,@mrydmgo Oonga eh i can feel it HAHAHHAHA'
924,Standing kay ako lang isa puli. #HomeAlonefor3days
925,sino lagi mo iniiyakan sa call? kikita ko tweet mo eh @deejeyyy and @_taerrified. yan legit yan gago.
926,Ano ang ineexpect mo sa grade 9? Mag kakaroon ako ng grade 9 classmates
927,@xzpnllr yiee
928,I sesend ko ba yung email ko o hindi? '
929,@AltPCOOSec @teddyboylocsin Buti pa si Nancy :
930,kaso di nila ako miss '
931,"Wait lang, hindi ba tatlong Holiday lang yon? O hindi na naman ako marunong magbilang?'"
932,@cayroncortney KAYYY MAO MAN NA PERMI ATO E CHIKA IMO LABLYP OR LIBAK SA MGA TAO AW HAHAHAHAHAHAHAHAHA'
933,Bkt yzobella pangalan mo sa twitter pati ig? real name ko yun
934,Ngam ni post d group BIG. '
935,"@tyengeni1954 Check the shacks near railway......kwa langa,e filipi,e nyanga,khayelitsha. 25 years under AND rule'"
936,@ginoong_galang dati yun. i changed'
937,AHAHAHAHAHAHAHA
938,Pero do you think he still care for you? Hahahahaah tanong mo siya
939,Check out WEGO Window Deco Room Tote Bag Mini Green Ita Bag Kawaii Lolita F/S Japan #wego #Tote via @eBay'
940,anoba hshahhahahahhahaha'
941,@pldt tanggal na pag-ban para makatulong kami sa pagligtas ng mga bees '
942,"aaaaaah ilabas niyo ko, mababaliw ako pag nagstay ako sa bahay D:'"
943,Hindi naman kailangan ng pera para magparamdam ng pagmamahal e minsan in the simplest way pero andon ang genuine intention sobra sobra na para maramdaman ng babae na minamahal siya. Nanligaw ng nakabike Bumisita sa bahay ng walang pera pauwi Effort is not about money
944,Last na ni pls'
945,"b""sa iyong gf mo lang ikaw magaling, sa kapatid mo'y madamot titingnan ang bagsik mo utoy pag ako ang nakapagdamot sayo. pabasa nyo are sa magaling kong kapatid hahaha dugo pa ga"""
946,Are you a clean or messy person? clean ako sa kayawan pero sa gamit hindi
947,@dandairenee Ganyan aq before now u know gano kasakit'
948,Kilala ko yung crush mo na sinasabi mong pinsan ni ano hakhak Hell naahhhhh HAHAHAHHAHA shhhhhhh kalang
949,ki la la ni yo la ng na man a ko ka pag may ka i la ngan ka yo'
950,"date? joke,,, haha reject may jowa ako'"
951,hi crush @janengjvr
952,I got Daario Naharis!
953,Tate no Yuusha no Nariagari Episode 15
954,heheh
955,daghaaaaaan kaau!!! dli ma ihap ma ihap pa ang grano sa 1 sack of rice! charisss #altercebu #cebualter'
956,@deputanya @itadaekimas wala ngayon e HHAHHAHA'
957,mahohon trending worldwide
958,Nasa batangas na sya :( miss u na'
959,#vape With Me. at Nangalkot Upazila
960,Khit ganito chura mo pogi kapadin grabe #HNKPagsilang
961,Hala oi'
962,sayun plang mu confess ay sayon raman sis go to church
963,hOYYY HAHHAHAHHA'
964,NAKAABANG NA POOOO #IdolPhilippines
965,Lok Sabha Elections 2019: Qatal Ki Raat || || || #India News'
966,Puro gala ako ngayong week a'
967,@INTLWORLDrp shuhua g idle!'
968,Naririnig ko nanaman sinasabi ni papa pag nkikita ko si chichi :Pano mo msasabing mabuting tao ka kung yung alaga mong aso d mo mapakain sa tingin mo ba kaya nyang mag sandok mag isa??'
969,"Nagtext siya sakin ng ""labas ka"" then paglabas ko nandon nga siya akala ko pinagttripan ako tas may dala pa pagkain errr!!! Diko tlga makakalimutan li\'l boy na\'to so sweet'"
970,naalala ko homily kanina'
971,"b""Nasaan na ba si Marcio, ba't di pa naglalaro at parang wala sa bench?"""
972,Lezzgooo wala sobra lang tawa ko dito bat ba
973,"Sana meronnnn,..diba!?? #HNKPagsilang Edward as Iking'"
974,Pila Ginawa Ka Mamba I Kanilan A Inugot Kanu Agama Nilan.. Atlist Sekitanu A Mga Bangsamoro Alhamdulillah We Are Sunnie And Our God Is Only One Subhanallah Hu Yarrabi
975,@KunjaloD Ke mang ntate o?'
976,g hehehe
977,Ownnn haha @BTS_twt'
978,@Kaleid173 La melancol a de Haruhi Suzumiya'
979,I deserve a date with @septhaneee date mo daw ako'
980,Huhuhu.'
981,kadtong 50 dates chuchu na movie ako maremember ani baaa:(( '
982,Inom next week libre ko sino g?'
983,"""At aalis magbabalik At uuliting sabihin na Mamahalin ka\'t sambitin Kahit muli\'y masaktan"" published ""Chapter 1"" of my story ""After Fall "". #AfterFallWP"
984,"habang kumakanta tayo narealized ko din na ayy ngayon lang pala to, bukas o makawala di na naman tayo magpapansinan back to strangers again.'"
985,halluuu textm8 tika datiii hahahahaha si uly akong maalala sa imohaaa and our callsign awieee u r a nice person jdddd and uyyy stay strong rata sa atng life haaaa &amp; God bless youuuu '
986,@Cookey_9 Akara n custard '
987,@sawipapi Y-yung sa braids???'
988,Si @hashtag_CK Pogi din Ang itsura nun hindi Lang Boses @mor1019 #DyisIsItManila I.A.A. by CK feat Vivoree'
989,HAHAHAHAHAHAHAHAHAHAHA KAHIT BA JOKE LANG YON E'
990,HAHAHAHAHAHA GAGO'
991,This is me sa Yakimix hahahaha'
992,hi miss A.M.M. sana mabasa mo to. pa dm naman para malaman ko yung twitter mo. cbalover'
993,i follow nyo po sana ako huhu #MagandangBuhay4LAYF'
994,"So don\'t say ""I love you"" kung wala pa kayong commitment :))"
995,"b""Pumunta akong batangas para masira tiyan ko, magasgasan to masugatan ng bongga ganon. That's it. Lol"""
996,@MohdNad42160117 @IndiaToday
997,HAHAHAHAHAHAHAHAHAH'
998,@kmcyanne Pakan.on ko niya as a fren'
999,Hahahaha mas on pa kung on the road ako hahaha kaysa dito sa bahay may pa karaoke ipupush ko pa den talaga ang manuod ng TV hahahaha #IdolPHRegineV Queen Regine'
1000,"@ Mongpong, Marinduque, Philippines"
1001,"b""Ang tagal di nagkita pero walang nagbago HAHAHA that's goretti'18"""
1002,I will miss you mabato at putik! HAHAHHA
1003,HAHAHA'
1004,Gulat ako sa sinabi ni ate ni a na dalawang sayaw bawat service :(('
1005,Hahaha cutie'
1006,"AYOKO TALAGA NG GANITONG MOOD, MAY NADADAMAY PA AKO KAINISSSS HERE I GO AGAAAAAIN WALANG PAKIALAM SA MUNDO'"
1007,"b""sige, habol ko 'yung cupsleeve ni seojoon hihi"""
1008,Huakakakakakak '
1009,Malaki n c iking #HNKPagsilang Edward as Iking'
1010,"kantang nagpapaiyak sayo? who am i ata yun,yan kase yung song na fav ni lolo namin yan din kanta nung namatay sya skl"
1011,HoOooy nakakaloka na mga O.M.G ko na addict narin ako HAHAHA'
1012,me nung nalaman ko iba crush niya huhu'
1013,@IMCKSG Ay may ibang M ba'
1014,@DreamscapePH Subrang cute #HNKPagsilang # @Barber_Edward_ @ed @maymayentrata07 @May Edward as Iking'
1015,Kakakaka! I just beat Yamabushi in arm wrestling!'
1016,"b""I'm at Acienda Designer Outlet in Silang, Calabarzon"
1017,bumalik lang ako sa makati nagbreakout ako agad my g fjdnkfldlw'
1018,"b""I love u even though you're a damn smoker! basta wag mo lang saken bubuga hahahahaha lab u """
1019,Yung hindi mo alam kung ano susuotin sa shoot kaya yung photographer na yung pinagdecide mo. HAHAHAHA
1020,Yung may teacher kayong sunod-sunod ung pinapagawa tas bukas na pasahan
1021,cutie naman '
1022,arghh ang ganda talaga ni jess'
1023,"WALA NG ATRASAN, WAG KA NG BABALIK SA BATAAN HAHAHAHAHAHAHAHAHAHAAHAHAHAHAH CHAR,,,,.,,,..,, wag kang makakalimot :""""""""( mamimiss ka namin,,,.,,,,..,,, pwe'"
1024,"@ivanna_aure : megende : 10 : I miss you vanae See you sa tuesdayyyy! For now, magcram muna tayo HAHAHHAHA i love u '"
1025,Dili daw kay lahi nasad daw
1026,"wawa naman ako, di ko mapanood. O sya, tweet na alang ako #HNKPagsilang Edward as Iking'"
1027,Lupigan gud kos aning bata '
1028,Hi ate girl kontrolin mo bff mong si jap mukhang tanga na eh gamitin niya utak niya kamo. Thnx baket ko kokontrolin ano yun may kontroler
1029,Kahayag ba
1030,nagmamaganda kahit hindi HAHAHA
1031,Gusto din kitaa i kiss sa cheeks '
1032,Gusto din kita i treat ng food tasssss kwentuhann tayo kahitt walang kwentaa pero ikaw uli mag sisimula ng conversation hehehe mahiyain crushy mo ehh heheheh #claimed'
1033,FEEL NAKO DIRI NAJUD KO MATULOG SA BLEACHERS OMGGG
1034,HAHHAHAHAHAHAH '
1035,ganda mana kay tita
1036,naks kung makangiti kala mo naman talaga nakausad na. hahahaha
1037,Walang kwenta kausap
1038,#uMjoloWithAzola sugar mommy nyana
1039,# SBScheat'
1040,mahal mo paba ex mo? Sino bang ex? Hahahahaha
1041,Inaasar moko? luh
1042,Hahaha
1043,avaaaaaa mabubulok
1044,"b""@emlogriego ba't umiiyak- ahdns"""
1045,Marami pero leaning towards @Fab_Overload ;&gt;'
1046,HOY NAGPOST SI GABB NG COVER WTF ANG TAGAL KO NG GUSTO NA MAGUOLOAD SIYA NG COVER we don t deserve her. Please vote for Gabb #MNL48'
1047,LOOK AT KIM TAEHYUNG GO
1048,Haha'
1049,iwan ko nalang dito
1050,Sino crush mo ngayon k8? paul8 ul8 ba tayu dit0??? brent manz0 ngaaaaa
1051,@kttznpnd0303 Thank u frennn hihi misyoutoo and loveyoutoo mwahmwah '
1052,"ayaw e give up ang butang nga kabalo ka nga kaya pa nimo e fight, lisod maghuwat pero mas lisod ang magmahay'"
1053,@KhawarHadeed Hahaha nahi matlab other tweepers join hosaktay k nahi ye pooch rai '
1054,WHAT JUICE HAHAH IHI YON'
1055,"@jay_csgabriola tbh super bait mo, and sweet!!! tapos nasasabihan kodin sya ng problem ko thank u gal sa lahat, love u! '"
1056,@iamjazyyypullan ay d n ba?? HAHAHAH saan?'
1057,Bat kasi di pa tinapos last week e'
1058,Katulad padin ba ng dati? O may ibang nagbago? may nagbago.
