Tweet Number,Annotated Results,Perspective Manual,Perspective Automated
1192,0.305,0.32131055,0.20500705
1197,0.55,0.073289104,0.039996427
1199,0.21,0.85667616,0.8028341
1200,0.15,0.025643144,0.015382299
1201,0.26,0.09395672,0.23089363
1202,0.55,0.92313737,0.90270954
1203,0.105,0.06981845,0.18978149
1204,0.25,0.15529482,0.044511784
1205,0.3,0.039679896,0.09186694
1206,0.15,0.113776386,0.04877886
1207,0.35,0.06512018,0.1263104
1208,0.2,0.02329052,0.039053556
1209,0.4,0.8717789,0.11738258
1212,0.4,0.037190787,0.25362745
1213,0.25,0.08361849,0.08361849
1214,0.2,0.0672326,0.07187839
1216,0.25,0.03448509,0.15191594
1218,0.3,0.010191524,0.038014244
1219,0.3,0.028718058,0.12726098
1220,0.3,0.042198546,0.04577884
1223,0.25,0.039407548,0.10381891
1227,0.5,0.89588875,0.070321165
1228,0.4,0.117265664,0.07368814
1230,0.31,0.18840414,0.07823326
1238,0.4,0.12088734,0.042616505
1240,0.3,0.11362147,0.19088006
1241,0.365,0.2991806,0.23176955
1243,0.26,0.22761858,0.38461506
1247,0.26,0.032943983,0.17402084
1249,0.255,0.19422652,0.2828675
1250,0.35,0.051384505,0.043974992
1251,0.305,0.10391943,0.099959895
1252,0.2,0.040534716,0.043251514
1256,0.25,0.017995225,0.029036181
1257,0.505,0.06432422,0.057185918
1259,0.415,0.40311342,0.29571006
1260,0.3,0.11232628,0.18095982
1263,0.35,0.047427505,0.06678396
1266,0.2,0.08197155,0.28004083
1268,0.25,0.16668592,0.11720162
1269,0.45,0.89955246,0.46589994
1271,0.35,0.029574566,0.035037532
1273,0.25,0.088613056,0.43300524
1275,0.3,0.1685326,0.53001565
1277,0.35,0.6519473,0.18229721
1279,0.55,0.8993477,0.9333764
1281,0.3,0.06768599,0.0062461053
1283,0.45,0.46247688,0.6519473
1284,0.315,0.18131033,0.22862259
1286,0.2,0.03898905,0.03898905
1288,0.45,0.187937,0.2313907
1289,0.4,0.069729835,0.09634731
1291,0.405,0.6519473,0.3220613
1292,0.3,0.03507798,0.016062956
1293,0.41,0.07309167,0.061824486
1294,0.25,0.041721843,0.23064414
1295,0.4,0.07637189,0.08896769
1296,0.3,0.026393563,0.43243828
1297,0.4,0.08730334,0.16108827
1300,0.45,0.4411114,0.12430491
1301,0.35,0.05562485,0.37584716
1303,0.3,0.2991672,0.11548695
1306,0.6,0.7143426,0.22512083
1307,0.35,0.11927167,0.17648867
1309,0.35,0.052670497,0.07304794
1313,0.3,0.08362778,0.06548564
1314,0.315,0.08265545,0.3546432
1315,0.45,0.0719838,0.0875859
1316,0.65,0.8761441,0.24045295
1318,0.32,0.06533259,0.05898681
1320,0.4,0.20670491,0.23164035
1321,0.4,0.020640165,0.017810157
1322,0.35,0.32129437,0.5232628
1323,0.25,0.13141935,0.035543464
1325,0.4,0.2224547,0.4824165
1326,0.25,0.12032537,0.1979449
1330,0.3,0.6519473,0.36488327
1331,0.26,0.06719168,0.23233113
1332,0.155,0.24083136,0.36371395
1333,0.365,0.034887347,0.17226174
1334,0.505,0.104811236,0.39645442
1336,0.35,0.34612575,0.13326055
1338,0.65,0.6204974,0.080622345
1340,0.355,0.3858163,0.49378753
1341,0.4,0.12831935,0.05951064
1343,0.205,0.10348895,0.07121046
1344,0.25,0.046784934,0.057722524
1345,0.4,0.11585109,0.181653
1347,0.5,0.08730334,0.17226174
1348,0.35,0.08730334,0.15375075
1349,0.4,0.17952853,0.83785176
1350,0.3,0.21168736,0.32185826
1351,0.35,0.0874768,0.08589714
1354,0.205,0.10099152,0.13298358
1355,0.35,0.03909298,0.08579939
1356,0.205,0.041290052,0.04393302
1358,0.35,0.1287993,0.07179816
1359,0.25,0.02985714,0.10212371
1360,0.25,0.046351463,0.08140444
1361,0.3,0.11113748,0.12115535
1362,0.15,0.07948124,0.13349798
1364,0.405,0.24438433,0.22321916
1365,0.35,0.18421736,0.10364507
1366,0.25,0.026036536,0.08567274
1367,0.35,0.06829027,0.07407528
1368,0.45,0.105982006,0.08519754
1369,0.2,0.080749005,0.09864946
1372,0.3,0.08135767,0.26626232
1374,0.25,0.189098,0.6079781
1375,0.3,0.14488855,0.12225973
1376,0.5,0.015422425,0.03569345
1377,0.3,0.27053162,0.1190114
1378,0.4,0.026036523,0.08567274
1379,0.5,0.22604762,0.46589994
1382,0.3,0.07924216,0.11635441
1386,0.15,0.12145548,0.11855302
1387,0.4,0.07876214,0.08940505
1388,0.35,0.064341016,0.09460646
1389,0.255,0.026036523,0.08567274
1390,0.265,0.11507573,0.42326945
1391,0.35,0.57203764,0.11859506
1393,0.2,0.0280202,0.06870036
1394,0.35,0.1967954,0.26398596
1395,0.35,0.13523601,0.072688445
1396,0.6,0.05525811,0.09962176
1397,0.35,0.029471062,0.04187618
1398,0.255,0.257187,0.18745609
1400,0.47,0.9561871,0.9362384
1401,0.265,0.026036536,0.08567274
1403,0.35,0.122128315,0.052565534
1405,0.35,0.08276694,0.07404849
1406,0.45,0.22842865,0.10225888
1407,0.4,0.09528535,0.021906003
1408,0.205,0.06768213,0.06551365
1409,0.3,0.18133317,0.15637372
1410,0.5,0.06259354,0.0143118715
1411,0.3,0.093439296,0.24881579
1412,0.3,0.026036523,0.08567274
1413,0.55,0.19886541,0.1415805
1415,0.205,0.35949028,0.19261317
1416,0.265,0.037297077,0.17028607
1417,0.205,0.104235515,0.062572554
1418,0.3,0.22521609,0.119850926
1419,0.46,0.19252308,0.16108827
1421,0.5,0.44042233,0.5514455
1423,0.45,0.37502423,0.22835135
1424,0.35,0.02452808,0.12733972
1425,0.3,0.17724903,0.40108684
1426,0.3,0.21974434,0.26104155
1427,0.31,0.036709156,0.05248443
1429,0.3,0.13343322,0.19477218
1430,0.35,0.036064114,0.03972358
1431,0.31,0.20562,0.18445584
1432,0.205,0.29167908,0.2067546
1433,0.3,0.026036536,0.08567274
1434,0.25,0.23534103,0.4596416
1437,0.3,0.052187946,0.074548654
1438,0.35,0.3850833,0.1771125
1439,0.4,0.087303296,0.024076663
1440,0.3,0.03752537,0.024341168
1441,0.4,0.07223824,0.07952074
1442,0.2,0.13402614,0.11642868
1443,0.505,0.0958543,0.070743054
1444,0.25,0.019833365,0.071855605
1446,0.3,0.23253338,0.32143655
1449,0.25,0.23963867,0.07808392
1450,0.35,0.08730334,0.051384483
1451,0.31,0.44318184,0.1682547
1452,0.65,0.2015816,0.12743959
1453,0.3,0.041203268,0.05981124
1454,0.35,0.10839135,0.06738621
1457,0.355,0.10755408,0.11034697
1458,0.4,0.26550967,0.2791133
1459,0.2,0.064105794,0.1539738
1460,0.305,0.21521743,0.060295142
1461,0.25,0.119529806,0.24485606
1462,0.15,0.036681544,0.030385323
1463,0.4,0.53295934,0.3143109
1466,0.2,0.10746306,0.15422156
1468,0.3,0.026036523,0.08567274
1469,0.2,0.10198603,0.4169554
1470,0.2,0.70083624,0.025812963
1471,0.155,0.032171093,0.07474843
1472,0.3,0.10123021,0.10100424
1473,0.26,0.2449991,0.12007374
1474,0.2,0.035589304,0.05124165
1475,0.35,0.087303296,0.1345974
1476,0.2,0.06432143,0.035484232
1477,0.2,0.09345474,0.17258894
1481,0.2,0.3252394,0.025879346
1483,0.3,0.113132186,0.19522622
1484,0.26,0.1830557,0.12982365
1485,0.3,0.04631385,0.043460544
1486,0.35,0.2851709,0.22846064
1487,0.25,0.066072054,0.24965088
1488,0.3,0.32156053,0.27314588
1490,0.25,0.12014503,0.071097404
1496,0.3,0.026527803,0.22071545
1498,0.305,0.0791448,0.044852886
1499,0.45,0.18591386,0.16445363
1500,0.3,0.026036523,0.08567274
1501,0.25,0.08838083,0.22560656
1502,0.555,0.2215039,0.12120232
1503,0.55,0.9818121,0.9557759
1508,0.305,0.27753004,0.3193647
1509,0.405,0.07117817,0.09371131
1510,0.25,0.07134236,0.1159546
1511,0.3,0.14112273,0.20996475
1512,0.31,0.05592519,0.09236818
1513,0.2,0.12329276,0.11121795
1515,0.155,0.20223658,0.15711392
1516,0.255,0.02924566,0.06700382
1517,0.1,0.03780862,0.1145833
1518,0.3,0.14639558,0.08581171
1519,0.35,0.17628159,0.13884147
1520,0.25,0.121939614,0.15825967
1524,0.51,0.12192331,0.23103997
1525,0.3,0.11497589,0.22363754
1526,0.4,0.106763385,0.089180775
1527,0.5,0.040187065,0.09380932
1528,0.505,0.087066434,0.27096018
1529,0.25,0.115902744,0.048421767
1530,0.4,0.21220091,0.15956953
1531,0.35,0.22170593,0.124839745
1533,0.55,0.8736864,0.31506717
1534,0.25,0.12400646,0.121406764
1535,0.35,0.15363175,0.51058865
1536,0.4,0.011569248,0.6415446
1537,0.31,0.3601617,0.37382427
1538,0.25,0.34410617,0.37363058
1539,0.25,0.07132076,0.07891101
1542,0.35,0.2613514,0.24189958
1546,0.3,0.22288848,0.1475311
1547,0.55,0.08494326,0.2128972
1548,0.35,0.0810366,0.08880657
1550,0.45,0.49957755,0.15792595
1551,0.25,0.1409576,0.09412225
1552,0.4,0.08730334,0.024076663
1554,0.35,0.08730334,0.15191594
1558,0.35,0.04303506,0.27293238
1559,0.255,0.16626477,0.1103254
1560,0.65,0.9332384,0.09180438
1562,0.45,0.06644317,0.17721249
1564,0.25,0.11720122,0.61294585
1566,0.35,0.079457305,0.12972377
1568,0.4,0.09220601,0.22098641
1572,0.25,0.047982126,0.06945581
1573,0.25,0.11914968,0.06531472
1574,0.35,0.1257619,0.08298143
1576,0.5,0.120227814,0.15034184
1578,0.25,0.05600485,0.23622356
1580,0.3,0.14211334,0.20513958
1581,0.6,0.15258242,0.054064255
1582,0.405,0.068481565,0.06392586
1583,0.25,0.015209151,0.020723455
1584,0.4,0.19252308,0.10751175
1585,0.5,0.76124513,0.19957875
1587,0.25,0.1530374,0.1530374
1590,0.35,0.50238204,0.34857652
1593,0.2,0.06272048,0.32248905
1594,0.255,0.19937181,0.49947128
1596,0.3,0.23371027,0.2548699
1597,0.3,0.27067417,0.3622392
1600,0.2,0.09280093,0.20118392
1601,0.2,0.14300399,0.14927
1602,0.35,0.8028341,0.03206822
1603,0.26,0.06500553,0.1546817
1604,0.45,0.25804502,0.6079781
1605,0.45,0.11529576,0.071832195
1609,0.41,0.047691,0.07970642
1611,0.3,0.071355045,0.11918343
1612,0.255,0.38712284,0.12623696
1613,0.305,0.040217515,0.048718676
1614,0.3,0.21126767,0.6867344
1615,0.25,0.16923738,0.13764188
1616,0.3,0.17743254,0.16517508
1617,0.4,0.18754792,0.07880642
1619,0.15,0.009656524,0.025087219
1622,0.45,0.66553557,0.46589994
1624,0.45,0.3667044,0.08309328
1625,0.3,0.11753939,0.27885818
1627,0.51,0.90813,0.07788975
1630,0.21,0.08099897,0.2545195
1631,0.205,0.03822016,0.13421494
1633,0.25,0.36490175,0.37146127
1635,0.305,0.035722584,0.12253192
1643,0.3,0.073211804,0.49348688
1644,0.25,0.09142829,0.12355362
1645,0.3,0.041938696,0.14173909
1646,0.35,0.12119973,0.16596171
1647,0.3,0.021283982,0.105437994
1648,0.25,0.060483906,0.1079507
1650,0.4,0.20613807,0.27458152
1652,0.255,0.6859132,0.32912844
1653,0.305,0.12265586,0.3325928
1654,0.355,0.090440154,0.32971594
1656,0.315,0.066770926,0.42349035
1659,0.26,0.1681463,0.06788626
1660,0.3,0.064851806,0.3597849
1661,0.35,0.12410774,0.21232133
1662,0.45,0.11945916,0.20003113
1663,0.3,0.2582334,0.46589994
1665,0.35,0.5129554,0.32185957
1669,0.305,0.9482129,0.92703164
1671,0.3,0.277304,0.30146497
1672,0.3,0.051301565,0.074011944
1674,0.25,0.5328448,0.2398716
1676,0.35,0.30801818,0.17227302
1677,0.35,0.025224227,0.16860408
1679,0.3,0.042550407,0.25849888
1680,0.35,0.07178683,0.11483469
1681,0.31,0.03153521,0.072504856
1682,0.25,0.09905641,0.10516072
1683,0.4,0.020415654,0.13781519
1684,0.45,0.10893094,0.75112975
1686,0.25,0.036536686,0.5060906
1689,0.45,0.32129973,0.66615945
1691,0.25,0.06710181,0.2263336
1692,0.5,0.7143426,0.3132597
1693,0.36,0.37137824,0.23091048
1694,0.255,0.064851806,0.28096864
1696,0.45,0.21078157,0.04526244
1697,0.45,0.17074654,0.087235905
1699,0.305,0.121897995,0.11754033
1700,0.2,0.035505846,0.22350715
1701,0.25,0.06611903,0.030955866
1705,0.25,0.12258115,0.21759073
1706,0.36,0.20147713,0.27368993
1708,0.3,0.5358818,0.7143426
1709,0.35,0.0747523,0.093046136
1711,0.255,0.7143426,0.5316071
1712,0.365,0.37843937,0.10633494
1713,0.46,0.933391,0.89005864
1715,0.35,0.05173597,0.055330317
1716,0.5,0.23520847,0.21917874
1717,0.25,0.02495738,0.279853
1718,0.3,0.048020463,0.113495424
1719,0.31,0.40760073,0.3019626
1720,0.3,0.1760288,0.1474865
1721,0.4,0.24056926,0.16468644
1722,0.3,0.22727357,0.18864727
1727,0.5,0.09629383,0.115469836
1729,0.4,0.32164624,0.19730969
1730,0.205,0.05977461,0.09336525
1731,0.25,0.047778636,0.13868497
1732,0.1,0.0642044,0.09672358
1733,0.25,0.15098181,0.24065216
1734,0.305,0.16210943,0.06846952
1735,0.55,0.08730334,0.29833022
1736,0.37,0.07152453,0.18065777
1737,0.4,0.07060686,0.11992221
1738,0.265,0.24719608,0.3780878
1739,0.455,0.06211579,0.06328069
1740,0.355,0.63216317,0.44957253
1741,0.315,0.48507538,0.3216824
1745,0.45,0.54790086,0.61489457
1746,0.155,0.028059706,0.021714332
1747,0.4,0.21335688,0.43407887
1749,0.95,0.986102,0.07454819
1751,0.205,0.04707917,0.061272256
1752,0.305,0.21004464,0.5271542
1753,0.405,0.09197103,0.38534635
1754,0.45,0.28128782,0.06500065
1758,0.305,0.1220003,0.020114506
1759,0.265,0.06813691,0.17640623
1760,0.42,0.28223312,0.24633738
1761,0.3,0.08940965,0.24006252
1762,0.35,0.38860273,0.20034392
1763,0.405,0.20562,0.1345974
1764,0.35,0.07026146,0.09450739
1766,0.45,0.22602633,0.14044473
1769,0.255,0.033109892,0.03840524
1772,0.26,0.116499886,0.16494212
1773,0.25,0.18736118,0.12811525
1774,0.3,0.010866936,0.09141024
1775,0.35,0.12445801,0.22291945
1776,0.3,0.08493982,0.043709997
1777,0.5,0.05143368,0.112350285
1778,0.35,0.08110085,0.12203523
1779,0.3,0.20147713,0.20147713
1781,0.5,0.072054334,0.06499436
1782,0.3,0.83203053,0.65225124
1785,0.3,0.09530198,0.07749319
1786,0.41,0.051930208,0.043707985
1787,0.35,0.23348254,0.3478571
1788,0.4,0.098303996,0.09527205
1789,0.25,0.08730334,0.059412777
1791,0.255,0.041419704,0.030837081
1792,0.8,0.91375494,0.44029135
1793,0.45,0.9658244,0.8941358
1794,0.25,0.10767976,0.10767976
1795,0.205,0.025726838,0.06082977
1796,0.95,0.92703164,0.9156073
1797,0.3,0.46589994,0.2500275
1799,0.605,0.8839944,0.22122918
1800,0.35,0.17529821,0.1584677
1801,0.3,0.12409677,0.09486994
1803,0.3,0.10247641,0.0504337
1804,0.45,0.296007,0.16140704
1806,0.4,0.0651224,0.039729476
1807,0.255,0.12315924,0.1466238
1808,0.305,0.071559556,0.3219233
1811,0.3,0.15974922,0.07697264
1812,0.31,0.29634655,0.43050146
1813,0.15,0.06721237,0.020541454
1815,0.3,0.07176149,0.08883255
1817,0.25,0.069593444,0.07200351
1818,0.2,0.316483,0.22800072
1819,0.51,0.83785176,0.17163013
1820,0.26,0.025288472,0.04677899
1821,0.3,0.23275982,0.61819154
1823,0.55,0.22472553,0.22186437
1824,0.4,0.051384483,0.043974992
1825,0.35,0.12400513,0.21831726
1827,0.35,0.2686204,0.17462207
1828,0.5,0.83785176,0.842074
1829,0.25,0.10651109,0.13756609
1830,0.26,0.0892353,0.12428641
1831,0.615,0.63866794,0.53248316
1832,0.3,0.05622934,0.056229364
1833,0.31,0.07430682,0.10957057
1834,0.25,0.20336767,0.24434344
1835,0.26,0.080931716,0.161433
1836,0.31,0.11407246,0.2295475
1838,0.315,0.14881925,0.11686738
1840,0.4,0.06885709,0.13453388
1841,0.4,0.084854856,0.08773155
1843,0.25,0.025241101,0.04697797
1844,0.255,0.32283506,0.54618543
1846,0.3,0.101981916,0.054903142
1847,0.25,0.02421983,0.08567274
1848,0.26,0.06491364,0.18243948
1849,0.2,0.035475995,0.10367983
1850,0.355,0.04864476,0.12238395
1851,0.4,0.37799552,0.31334767
1853,0.3,0.0694096,0.12983105
1854,0.3,0.027333211,0.06402646
1858,0.2,0.22984232,0.36948752
1859,0.2,0.045907155,0.11806935
1860,0.27,0.21736962,0.27919185
1861,0.2,0.3747937,0.23905121
1863,0.25,0.22760467,0.2820977
1865,0.205,0.13908508,0.28229874
1866,0.2,0.05396675,0.08484828
1867,0.26,0.1281917,0.2548941
1868,0.305,0.10717253,0.08746489
1869,0.2,0.03408317,0.07755017
1870,0.35,0.057392053,0.47698244
1871,0.4,0.2058674,0.10735262
1873,0.35,0.048761778,0.10192998
1874,0.2,0.07888867,0.12259688
1876,0.26,0.21602495,0.22551264
1877,0.4,0.2053542,0.22830631
1878,0.255,0.037678927,0.074983366
1879,0.25,0.04567477,0.06537799
1880,0.255,0.08722406,0.2061916
1881,0.255,0.0656109,0.14410077
1882,0.355,0.11066359,0.12449524
1884,0.31,0.116641566,0.18743782
1885,0.45,0.051363654,0.24968904
1886,0.25,0.11649872,0.11616695
1887,0.25,0.22848822,0.24467772
1889,0.205,0.048565388,0.20326272
1890,0.41,0.4821839,0.0672459
1891,0.315,0.2956207,0.30521333
1893,0.35,0.1853195,0.22529374
1894,0.3,0.1853195,0.22529374
1895,0.26,0.1223048,0.2793753
1896,0.305,0.064101376,0.12120453
1897,0.35,0.24351697,0.13559057
1898,0.26,0.22738662,0.29388794
1899,0.3,0.04999865,0.0846683
1902,0.2,0.07218563,0.06423089
1904,0.26,0.10777147,0.31359592
1907,0.2,0.61917746,0.28045002
1910,0.365,0.17566061,0.33768812
1911,0.31,0.117157616,0.26212624
1912,0.2,0.050668385,0.21014303
1913,0.16,0.1719632,0.098587126
1914,0.3,0.091433175,0.13396713
1916,0.3,0.07785609,0.06795224
1918,0.4,0.026102835,0.37881187
1919,0.45,0.0898776,0.12409915
1920,0.31,0.2360508,0.20591013
1921,0.255,0.25221145,0.20653965
1922,0.3,0.07508759,0.19211642
1923,0.3,0.13522919,0.35275906
1924,0.2,0.012804568,0.123880155
1925,0.25,0.15364799,0.27601117
1927,0.4,0.6107333,0.66553557
1929,0.35,0.20298675,0.11057099
1930,0.25,0.06328025,0.24263242
1931,0.4,0.059428185,0.17048146
1932,0.26,0.027210215,0.09609264
1935,0.255,0.10023438,0.18544765
1940,0.3,0.10237807,0.3140739
1942,0.3,0.067384504,0.17555958
1944,0.3,0.21329074,0.20534816
1945,0.35,0.38508326,0.6519473
1947,0.255,0.24515663,0.438108
1948,0.3,0.19936545,0.22903684
1949,0.4,0.026703745,0.064253606
1950,0.55,0.07354026,0.37542966
1951,0.205,0.065073214,0.102971956
1952,0.3,0.042230465,0.21008947
1955,0.4,0.064939946,0.1391281
1956,0.4,0.11616327,0.25839505
1957,0.155,0.12169868,0.19447182
1958,0.25,0.020051915,0.12274235
1959,0.3,0.053888742,0.15497953
1960,0.35,0.04193416,0.11782961
1961,0.35,0.10237805,0.17802377
1962,0.3,0.091433175,0.15228795
1963,0.255,0.12032908,0.37434885
1965,0.3,0.27840623,0.42624566
1966,0.255,0.321405,0.3598437
1967,0.265,0.0441589,0.12576088
1968,0.2,0.22838129,0.2302986
1969,0.25,0.21153194,0.14994437
1970,0.3,0.16885099,0.11972195
1972,0.2,0.071323164,0.122425824
1973,0.4,0.085814595,0.21812434
1974,0.2,0.09761947,0.2688591
1975,0.3,0.11209334,0.10473009
1977,0.26,0.036567338,0.10369071
1978,0.35,0.089684635,0.18079406
1979,0.3,0.086036116,0.26647705
1980,0.2,0.12738454,0.19813089
1981,0.25,0.10282492,0.83182734
1982,0.4,0.2601536,0.3583999
1983,0.45,0.26595798,0.29114595
1985,0.3,0.20933229,0.32248855
1987,0.25,0.32590255,0.27826512
1988,0.4,0.07468704,0.12124987
1990,0.35,0.013597568,0.014472613
1991,0.35,0.061683863,0.16431361
1996,0.3,0.07184356,0.18215932
1997,0.25,0.17831105,0.17961209
1998,0.3,0.06979671,0.1256216
1999,0.35,0.2829471,0.16996053
2000,0.35,0.08727956,0.16291507
2001,0.205,0.46589994,0.39471585
2002,0.255,0.029397104,0.27241042
2003,0.205,0.033171415,0.08540652
2006,0.4,0.070665054,0.24940535
2007,0.2,0.13774048,0.09690901
2008,0.2,0.25410572,0.21489584
2010,0.2,0.15552275,0.12103903
2011,0.2,0.21455473,0.18292117
2012,0.26,0.026199494,0.2774497
2013,0.35,0.17053586,0.46589994
2014,0.26,0.14503925,0.304305
2015,0.32,0.12333456,0.09412425
2016,0.2,0.06619452,0.12207066
2017,0.25,0.06002,0.37944278
2018,0.3,0.18645735,0.16098838
2019,0.25,0.03361182,0.08983211
2020,0.2,0.120312825,0.31393254
2021,0.25,0.05180877,0.08762284
2023,0.3,0.06722676,0.049023423
2024,0.4,0.074079335,0.2746215
2026,0.3,0.029960385,0.09799022
2027,0.26,0.12866388,0.27963766
2029,0.255,0.114219196,0.2803322
2030,0.27,0.3823049,0.2791257
2032,0.45,0.12152772,0.119215816
2033,0.26,0.46589994,0.12955874
2034,0.355,0.9112296,0.6145268
2037,0.26,0.30710626,0.20387483
2038,0.2,0.17345414,0.22351667
2040,0.3,0.0929708,0.6231904
2041,0.25,0.07464673,0.05703484
2042,0.2,0.22467192,0.2557877
2043,0.205,0.27449155,0.36145544
2044,0.25,0.25933763,0.11667422
2046,0.25,0.08351626,0.17140874
2049,0.2,0.12330829,0.28628173
2054,0.2,0.41525045,0.22980274
2058,0.35,0.052761115,0.15647647
2061,0.205,0.054963224,0.32131353
2063,0.26,0.18697676,0.18799478
2064,0.42,0.3220302,0.31467253
2065,0.2,0.07375377,0.26034766
2066,0.26,0.26835248,0.36248928
2068,0.3,0.09114024,0.3757479
2069,0.2,0.07225333,0.08505916
2070,0.4,0.23563233,0.22641848
2072,0.4,0.5052662,0.43807364
2073,0.26,0.23870552,0.4893722
2074,0.255,0.038817707,0.19706084
2075,0.315,0.11655046,0.25564936
2078,0.25,0.61876523,0.68834144
2081,0.355,0.08730334,0.6519473
2082,0.25,0.05837492,0.17293294
2083,0.3,0.1323479,0.13350397
2084,0.4,0.08843411,0.059057653
2085,0.2,0.18960597,0.07058543
2086,0.3,0.19927005,0.24560603
2087,0.3,0.06936653,0.118567355
2088,0.37,0.101270415,0.2644634
2089,0.25,0.13853936,0.124576494
2090,0.2,0.27353474,0.4298641
2091,0.25,0.085076205,0.32218775
2092,0.3,0.32114723,0.38391227
2093,0.26,0.15890943,0.28296992
2094,0.4,0.21836577,0.18255815
2095,0.25,0.018444827,0.1150521
2096,0.205,0.05236047,0.3525156
2097,0.35,0.06525989,0.120053925
2098,0.55,0.116222754,0.14601164
2103,0.3,0.19942316,0.24013984
2104,0.35,0.3224049,0.42636135
2105,0.25,0.08341386,0.11421394
2106,0.2,0.06930585,0.23223573
2107,0.25,0.117881544,0.14557844
2108,0.3,0.09876965,0.07239784
2111,0.4,0.043220755,0.06755891
2112,0.26,0.48628518,0.5324019
2114,0.31,0.28039247,0.17648785
2116,0.3,0.10891897,0.09757066
2117,0.15,0.020879382,0.06598163
2119,0.3,0.07391313,0.356615
2120,0.315,0.056628518,0.24708329
2121,0.31,0.05477879,0.25279763
2123,0.2,0.056039408,0.28262347
2128,0.305,0.09239658,0.3740485
2130,0.2,0.10994045,0.10489971
2131,0.3,0.4883505,0.6180188
2134,0.35,0.19030868,0.08594465
2135,0.25,0.07460514,0.45320958
2136,0.2,0.07388089,0.19161552
2138,0.25,0.084898844,0.07918381
2139,0.26,0.1811419,0.2170432
2140,0.3,0.35184303,0.26608843
2141,0.26,0.08608504,0.24258767
2142,0.205,0.008725525,0.20875157
2143,0.3,0.023897376,0.048529442
2144,0.205,0.2015536,0.29659003
2147,0.25,0.04767765,0.23014061
2148,0.9,0.96509165,0.1345974
2149,0.35,0.24064016,0.3913274
2151,0.4,0.5714489,0.46589994
2152,0.5,0.089563906,0.1418042
2155,0.25,0.32274804,0.46589994
2157,0.35,0.15222195,0.04718548
2158,0.205,0.18749122,0.21027835
2160,0.4,0.22324261,0.17435394
2161,0.3,0.4827752,0.5130144
2163,0.3,0.13851485,0.161407
2165,0.31,0.18399426,0.12154764
2166,0.205,0.03371052,0.18537049
2167,0.15,0.069077976,0.084292464
2168,0.35,0.120482646,0.14121358
2172,0.3,0.11545982,0.24381007
2173,0.205,0.11704078,0.106138214
2174,0.4,0.16620924,0.34926713
2175,0.25,0.4369437,0.43301073
2176,0.305,0.18702364,0.19306414
2177,0.31,0.14867117,0.19720596
2178,0.365,0.22999716,0.08096002
2179,0.305,0.108974956,0.14695875
2180,0.2,0.048947014,0.06851752
2182,0.35,0.06959634,0.21010195
2183,0.2,0.041902058,0.08874398
2184,0.26,0.11518122,0.20422617
2185,0.25,0.052906208,0.30760953
2186,0.35,0.051852968,0.1224326
2187,0.3,0.09832235,0.1267403
2188,0.205,0.14585158,0.25360587
2189,0.26,0.20599337,0.23139241
2190,0.45,0.93635553,0.28292587
2192,0.415,0.3212831,0.0732782
2196,0.3,0.06932463,0.09879782
2199,0.25,0.22517763,0.43788156
2200,0.35,0.17132151,0.26444447
2202,0.3,0.027860682,0.048971
2203,0.35,0.060233984,0.29009974
2204,0.26,0.3214381,0.29063734
2205,0.15,0.15383963,0.08907165
2207,0.315,0.07684156,0.069564685
2209,0.315,0.22942424,0.05520996
2210,0.25,0.03810575,0.08868226
2211,0.15,0.08289315,0.29629427
2212,0.26,0.22821698,0.18421556
2213,0.35,0.05238357,0.19303809
2215,0.2,0.05960503,0.22047512
2216,0.25,0.123506695,0.08213515
2217,0.2,0.01654028,0.11947569
2218,0.35,0.19505572,0.17594968
2220,0.3,0.10016127,0.07769036
2221,0.205,0.045948807,0.16008413
2223,0.3,0.22403029,0.23956396
2224,0.37,0.043771364,0.30646276
2226,0.3,0.11434879,0.09093454
2227,0.35,0.08730334,0.03552928
2229,0.26,0.14957365,0.1936586
2230,0.3,0.06539249,0.17954652
2234,0.26,0.09448656,0.19972518
2236,0.4,0.06833216,0.16248411
2238,0.26,0.07816787,0.15235804
2241,0.205,0.07634754,0.10871114
2242,0.3,0.121984646,0.06762332
2243,0.205,0.2196005,0.19886063
2244,0.26,0.11509347,0.09570587
2245,0.3,0.20147713,0.008179854
2246,0.3,0.23545356,0.27757153
2247,0.31,0.07804351,0.087264754
2248,0.35,0.14416365,0.120732285
2249,0.3,0.15328532,0.053572524
2250,0.4,0.048662722,0.06407301
2251,0.45,0.16150124,0.009415776
2252,0.3,0.038473748,0.3218984
2255,0.45,0.2996251,0.29803705
2256,0.35,0.12360317,0.06192574
2257,0.22,0.10798705,0.23030537
2258,0.45,0.4928856,0.12015639
2260,0.31,0.11247037,0.25622773
2261,0.3,0.18961258,0.22926602
2262,0.36,0.11931793,0.3211811
2263,0.255,0.21701287,0.37731105
2265,0.4,0.11766897,0.3573584
2266,0.3,0.114700444,0.06984932
2267,0.45,0.2819096,0.3155967
2270,0.31,0.07395346,0.21157552
2277,0.3,0.21960065,0.119207844
2278,0.35,0.065139286,0.2406313
2279,0.4,0.058829267,0.111158505
2283,0.205,0.11700204,0.12070808
2285,0.26,0.06321076,0.1355788
2288,0.35,0.53348994,0.55071336
2290,0.35,0.14996293,0.33802727
2294,0.2,0.071950935,0.09326611
2296,0.25,0.16455337,0.3131468
2297,0.3,0.13784224,0.34602812
2298,0.26,0.07759055,0.41782886
2299,0.35,0.07623672,0.15998021
